# SignalP-5.0	Organism: euk	Timestamp: 20250915200729
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_111|B7UVR5|Phosphonoacetaldehyde|NZ_CP169522.1|tpos:1598029-1598216	OTHER	0.001133	0.998867	
antigen_189|Q9HTB6|GDP-6-deoxy-D-mannose|NZ_CP169522.1|tpos:1874499-1874802	OTHER	0.039318	0.960682	
antigen_190|Q51434|Protein|NZ_CP169522.1|tpos:284161-284387	OTHER	0.001477	0.998523	
antigen_81|Q9I5U5|Ribosomal|NZ_CP169522.1|tpos:1586844-1587111	OTHER	0.000316	0.999684	
antigen_3|B7VBM8|Probable|NZ_CP169522.1|tpos:1273307-1273443	OTHER	0.288484	0.711516	
antigen_57|A0A081HJP9|Hydroxypyruvate/pyruvate|NZ_CP169522.1|tpos:1494659-1494926	OTHER	0.004427	0.995573	
antigen_58|Q02I61|Succinylglutamate|NZ_CP169522.1|tpos:94237-94568	OTHER	0.003528	0.996472	
antigen_188|A6VAK6|Ribonuclease|NZ_CP169522.1|tpos:46047-46275	OTHER	0.001075	0.998925	
antigen_35|Q02H19|Transcriptional|NZ_CP169522.1|tpos:2303068-2303218	OTHER	0.001480	0.998520	
antigen_36|O86422|UDP-glucose|NZ_CP169522.1|tpos:1265359-1265711	SP(Sec/SPI)	0.791827	0.208173	CS pos: 23-24. ARG-HE. Pr: 0.3390
antigen_39|Q9HUY1|Dihydrolipoyl|NZ_CP169522.1|tpos:330788-331257	OTHER	0.003930	0.996070	
antigen_40|Q9I4L6|Outer-membrane|NZ_CP169522.1|tpos:1323056-1323158	OTHER	0.001601	0.998399	
antigen_83|P0DTF4|CD-NTase-associated|NZ_CP169522.1|tpos:1991325-1991455	OTHER	0.002079	0.997921	
antigen_172|A6V1P1|Undecaprenyl-phosphate|NZ_CP169522.1|tpos:2126176-2126477	OTHER	0.003102	0.996898	
antigen_132|P72171|Ornithine|NZ_CP169522.1|tpos:740589-740687	OTHER	0.000796	0.999204	
antigen_168|A6V7A7|Acireductone|NZ_CP169522.1|tpos:365500-365680	OTHER	0.000431	0.999569	
antigen_34|Q01610|Putative|NZ_CP169522.1|tpos:1300108-1300383	OTHER	0.000560	0.999440	
antigen_82|Q9I0J1|NADH-quinone|NZ_CP169522.1|tpos:818334-818948	SP(Sec/SPI)	0.507251	0.492749	CS pos: 23-24. SRG-RW. Pr: 0.2424
antigen_197|Q01709|Regulatory|NZ_CP169522.1|tpos:1192267-1192361	SP(Sec/SPI)	0.756172	0.243828	CS pos: 17-18. AKA-RL. Pr: 0.6641
antigen_184|Q02KC0|Potassium-transporting|NZ_CP169522.1|tpos:347728-347910	SP(Sec/SPI)	0.723852	0.276148	CS pos: 22-23. GVA-YP. Pr: 0.4165
antigen_129|A6VDX3|Probable|NZ_CP169522.1|tpos:250090-250315	OTHER	0.000317	0.999683	
antigen_65|P29811|Probable|NZ_CP169522.1|tpos:2296777-2296938	OTHER	0.023772	0.976228	
antigen_43|B7V3Y9|Aspartate|NZ_CP169522.1|tpos:1264124-1264418	OTHER	0.000547	0.999453	
antigen_17|Q9HT07|tRNA|NZ_CP169522.1|tpos:2081087-2081271	OTHER	0.000933	0.999067	
antigen_18|Q01269|Cyclohexadienyl|NZ_CP169522.1|tpos:2023271-2023524	OTHER	0.004080	0.995920	
antigen_186|Q9I0I6|Methyl-accepting|NZ_CP169522.1|tpos:1007163-1007515	OTHER	0.438369	0.561631	
antigen_0|P28809|MmsAB|NZ_CP169522.1|tpos:38649-38930	OTHER	0.003505	0.996495	
antigen_143|Q02DZ0|Oxygen-dependent|NZ_CP169522.1|tpos:550023-550542	OTHER	0.010707	0.989293	
antigen_180|Q02FH0|Ribosomal|NZ_CP169522.1|tpos:1469582-1469675	OTHER	0.040263	0.959737	
antigen_178|B7V9S6|Putative|NZ_CP169522.1|tpos:571995-572371	OTHER	0.001004	0.998996	
antigen_153|Q01602|Transcription|NZ_CP169522.1|tpos:1159549-1159911	OTHER	0.212619	0.787381	
antigen_72|A6V3A2|Na(+)-translocating|NZ_CP169522.1|tpos:1957069-1957204	OTHER	0.005761	0.994239	
antigen_136|Q9HT06|Membrane|NZ_CP169522.1|tpos:1835150-1835727	OTHER	0.188629	0.811371	
