Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen_65|A5UBB0|UPF0250|VTP73679.1|tpos:1-92,0.181,0.0,0.0,0.181,Non-Allergen
antigen_67|A5UBU4|NADPH-dependent|VTP75760.1|tpos:1-279,0.069,0.0,0.0,0.069,Non-Allergen
antigen_21|P44978|Uncharacterized|VTP77051.1|tpos:1-252,0.021,0.0,-0.5,-0.479,Non-Allergen
antigen_22|P44923|Uncharacterized|VTP69729.1|tpos:1-187,0.204,0.0,0.0,0.204,Non-Allergen
antigen_25|P44566|Penicillin-insensitive|VTP77740.1|tpos:1-286,0.143,0.0,-0.5,-0.357,Non-Allergen
antigen_32|P46450|Long-chain-fatty-acid--CoA|VTP72954.1|tpos:1-562,0.015,0.0,-0.5,-0.485,Non-Allergen
antigen_37|P71399|Lsg|VTP77179.1|tpos:1-401,0.033,0.0,0.0,0.033,Non-Allergen
antigen_40|P45038|Thiol:disulfide|VTP78357.1|tpos:1-181,0.361,0.0,0.0,0.361,Allergen
antigen_45|A5UCW3|UDP-3-O-acyl-N-acetylglucosamine|VTP73922.1|tpos:1-305,0.149,0.0,0.0,0.149,Non-Allergen
antigen_69|P44875|Acetate|VTP69925.1|tpos:1-217,0.281,0.0,0.0,0.281,Non-Allergen
antigen_162|P71351|Endoribonuclease|VTP69974.1|tpos:1-92,0.194,0.0,0.0,0.194,Non-Allergen
antigen_164|A5UFT9|dCTP|VTP73185.1|tpos:1-195,0.011,0.0,-0.5,-0.489,Non-Allergen
antigen_166|A4N8V8|Putative|VTP73120.1|tpos:1-293,0.336,0.5,-0.5,0.336,Allergen
antigen_180|A5UAZ2|Large|VTP78073.1|tpos:1-56,0.178,0.0,-0.5,-0.322,Non-Allergen
antigen_181|P44301|Uncharacterized|VTP74354.1|tpos:1-109,0.095,0.0,0.0,0.095,Non-Allergen
antigen_182|A5UDJ8|Nucleoside|VTP72052.1|tpos:1-140,0.189,0.0,0.5,0.689,Allergen
antigen_187|P43769|Tol-Pal|VTP72990.1|tpos:1-139,0.079,0.0,0.0,0.079,Non-Allergen
antigen_188|A5UEN9|Valine--tRNA|VTP76291.1|tpos:1-954,0.069,0.5,-0.5,0.069,Non-Allergen
antigen_100|P44615|Serine|VTP72588.1|tpos:1-412,0.024,0.0,0.0,0.024,Non-Allergen
antigen_78|P44416|Opacity-associated|VTP71835.1|tpos:1-134,0.163,0.5,0.0,0.663,Allergen
antigen_80|Q57223|Probable|VTP76603.1|tpos:1-161,0.277,0.5,-0.5,0.277,Non-Allergen
antigen_83|Q57017|UPF0053|VTP77698.1|tpos:1-420,0.019,0.5,-0.5,0.019,Non-Allergen
antigen_86|A5UDT9|Large|VTP69891.1|tpos:1-63,0.251,0.0,-0.5,-0.249,Non-Allergen
antigen_87|Q4QM83|UPF0149|VTP69797.1|tpos:1-182,0.291,0.5,0.0,0.791,Allergen
antigen_120|P44800|Probable|VTP70588.1|tpos:1-309,0.078,0.0,0.0,0.078,Non-Allergen
antigen_127|A5UGC4|Recombination-associated|VTP72701.1|tpos:1-302,0.129,0.0,0.0,0.129,Non-Allergen
antigen_131|P44714|PTS|VTP69961.1|tpos:1-556,0.214,0.5,-0.5,0.214,Non-Allergen
antigen_136|A5UDN8|Elongation|VTP69749.1|tpos:1-323,0.056,0.0,-0.5,-0.444,Non-Allergen
antigen_189|P44843|Trk|VTP71100.1|tpos:1-487,0.01,0.0,0.0,0.01,Non-Allergen
antigen_130|P44611|Putative|VTP72556.1|tpos:1-246,0.057,0.0,-0.5,-0.443,Non-Allergen
antigen_135|P44350|Large|VTP70618.1|tpos:1-163,0.195,0.0,-0.5,-0.305,Non-Allergen
antigen_137|P44882|UPF0149|VTP69797.1|tpos:1-182,0.291,0.5,0.0,0.791,Allergen
antigen_198|P45026|Uncharacterized|VTP78433.1|tpos:1-85,0.11,0.0,0.0,0.11,Non-Allergen
antigen_199|P45105|HTH-type|VTP77626.1|tpos:1-323,0.051,0.5,-0.5,0.051,Non-Allergen
antigen_112|P44460|Citrate|VTP73711.1|tpos:1-291,0.051,0.0,-0.5,-0.449,Non-Allergen
antigen_113|P45081|Glutathione/L-cysteine|VTP74000.1|tpos:1-576,0.044,0.5,-0.5,0.044,Non-Allergen
antigen_163|O86223|Putative|VTP71471.1|tpos:1-50,0.155,0.0,-0.5,-0.345,Non-Allergen
antigen_165|A5UE98|High|VTP70628.1|tpos:1-205,0.031,0.0,-0.5,-0.469,Non-Allergen
antigen_0|P43761|Anthranilate|VTP76328.1|tpos:1-518,0.071,0.0,-0.5,-0.429,Non-Allergen
antigen_185|P44465|UPF0250|VTP73679.1|tpos:1-92,0.181,0.0,0.0,0.181,Non-Allergen
antigen_186|A5UEI7|Cytidine|VTP75858.1|tpos:1-292,0.135,0.0,0.0,0.135,Non-Allergen
antigen_190|A5UC39|Phosphoribosylformylglycinamidine|VTP76509.1|tpos:1-344,0.382,0.0,0.0,0.382,Allergen
antigen_194|P44871|Cell|VTP69940.1|tpos:1-218,0.047,0.5,-0.5,0.047,Non-Allergen
antigen_197|P44598|dITP/XTP|VTP72420.1|tpos:1-195,0.477,0.0,-0.5,-0.023,Non-Allergen
antigen_105|P63196|Small|VTP70668.1|tpos:1-124,0.334,0.0,-0.5,-0.166,Non-Allergen
antigen_108|A5UII7|Ribonuclease|VTP78561.1|tpos:1-197,0.194,0.0,-0.5,-0.306,Non-Allergen
antigen_109|A5UDJ5|Large|VTP72034.1|tpos:1-85,0.228,0.0,0.0,0.228,Non-Allergen
antigen_110|P45106|Ribosomal|VTP77620.1|tpos:1-314,0.111,0.0,-0.5,-0.389,Non-Allergen
antigen_115|P45289|Peptide|VTP74886.1|tpos:1-269,0.061,0.0,-0.5,-0.439,Non-Allergen
antigen_56|P71390|Mu-like|VTP78766.1|tpos:1-39,0.323,0.0,0.0,0.323,Allergen
