# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251009131413
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_66|A0A062WSP2|Elongation|XZV85052.1|tpos:1-398	noTP	0.999902	0.000005	0.000093	
antigen_61|Q9KGY9|Choline|XZV86000.1|tpos:63-109	mTP	0.180558	0.118697	0.700745	CS pos: 21-22. WYY-AY. Pr: 0.4034
antigen_27|A0AAP5JAE8|LPXTG-anchored|XZV85744.1|tpos:1-1312	noTP	0.641813	0.353481	0.004707	
antigen_32|A0A0T8ZSI6|YSIRK-type|XZV85630.1|tpos:1-77	noTP	0.772848	0.221086	0.006066	
antigen_47|Q8DQ24|Foldase|XZV86575.1|tpos:1-313	SP	0.007058	0.992317	0.000625	CS pos: 21-22. AAC-SK. Pr: 0.4973
antigen_54|A0A0T8BMK3|N-acetylneuraminate|XZV85211.1|tpos:1-305	noTP	0.999809	0.000160	0.000032	
antigen_57|A0A4N5NE36|Surface|XZV86000.1|tpos:74-109	SP	0.217234	0.541127	0.241639	CS pos: 25-26. VDG-YS. Pr: 0.5846
antigen_63|A0A0H2ZP79|BlpS|XZV86114.1|tpos:1-112	noTP	0.999074	0.000202	0.000724	
antigen_64|Q9F2F1|Bacteriocin-like|XZV86117.1|tpos:1-35	noTP	0.849066	0.101476	0.049458	
antigen_65|A0A060RC98|Pneumococcal|XZV85659.1|tpos:1-237	noTP	0.618358	0.312348	0.069294	
antigen_12|Q8DQN5|Zinc|XZV86219.1|tpos:1-1821	noTP	0.558571	0.436416	0.005014	
antigen_55|A0A0B7LWN8|Oligopeptide-binding|XZV85390.1|tpos:1-659	SP	0.000346	0.999563	0.000091	CS pos: 21-22. VLA-AC. Pr: 0.5401
antigen_60|A0A4J1ZDL7|Beta-galactosidase|XZV85746.1|tpos:1-595	noTP	0.999803	0.000112	0.000085	
antigen_41|Q8DQ36|Rqc2|XZV86560.1|tpos:1-551	noTP	0.999754	0.000078	0.000168	
antigen_43|U3MYA4|Pneumococcal|XZV85795.1|tpos:44-391	noTP	0.999986	0.000000	0.000014	
antigen_58|B1N654|CbpA|XZV85659.1|tpos:1-163	noTP	0.610331	0.323769	0.065900	
