# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251009131414
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_5|Q8DN05|Choline|WP_000240828.1|tpos:51-128	noTP	0.984394	0.011970	0.003636	
antigen_7|Q8DPI5|Homologous|WP_000837609.1|tpos:1-292	noTP	0.999547	0.000399	0.000054	
antigen_28|A0A0H2ZRA8|Cell|WP_000750083.1|tpos:1-2144	SP	0.036638	0.963156	0.000205	CS pos: 27-28. VLA-DT. Pr: 0.4566
antigen_8|Q8DPK5|ABC|WP_000726252.1|tpos:1-721	SP	0.000731	0.999263	0.000006	CS pos: 23-24. AKA-ET. Pr: 0.6227
antigen_26|A0AAP5J8I6|LPXTG-anchored|WP_000515210.1|tpos:1-2233	noTP	0.885616	0.110149	0.004235	
antigen_57|A0A4N5NE36|Surface|WP_000240828.1|tpos:1-129	noTP	0.995155	0.000650	0.004195	
antigen_58|B1N654|CbpA|WP_444810730.1|tpos:1-163	noTP	0.610331	0.323769	0.065900	
antigen_59|Q8DRN0|Amphipathic|WP_001093068.1|tpos:1-76	noTP	0.984018	0.015718	0.000264	
antigen_61|Q9KGY9|Choline|WP_000771144.1|tpos:1-332	SP	0.002546	0.997337	0.000117	CS pos: 27-28. VFA-DD. Pr: 0.9586
antigen_30|A0AAP5J5G2|ZmpA/ZmpB/ZmpC|WP_000417128.1|tpos:942-1413	noTP	0.999785	0.000193	0.000022	
antigen_6|Q8DNS0|Serine/threonine-protein|WP_000614540.1|tpos:1-659	noTP	0.992275	0.000271	0.007454	
antigen_34|A0A098ZLB0|ABC|WP_054380490.1|tpos:1-501	SP	0.006495	0.993460	0.000045	CS pos: 19-20. VAC-SN. Pr: 0.3698
antigen_25|A0A0S2VEM8|CbpG|WP_000771083.1|tpos:225-340	noTP	0.930107	0.040685	0.029208	
antigen_13|Q8DQN7|Histidine|WP_000831078.1|tpos:1-563	noTP	0.690664	0.284625	0.024711	
antigen_12|Q8DQN5|Zinc|WP_000472971.1|tpos:1-1821	noTP	0.558571	0.436416	0.005014	
antigen_14|Q8DQS1|A|WP_198523890.1|tpos:1-27	noTP	0.893391	0.004063	0.102545	
antigen_56|Q2XU26|Thiol-activated|WP_001284359.1|tpos:1-471	noTP	0.999964	0.000018	0.000018	
antigen_60|A0A4J1ZDL7|Beta-galactosidase|WP_000196572.1|tpos:1-595	noTP	0.999803	0.000112	0.000085	
antigen_41|Q8DQ36|Rqc2|WP_000006694.1|tpos:1-551	noTP	0.999754	0.000078	0.000168	
antigen_0|P0A336|Chaperonin|WP_000031583.1|tpos:1-540	noTP	0.999661	0.000144	0.000195	
antigen_37|A0A5C5EC23|Pneumococcal|WP_061845346.1|tpos:1-315	SP	0.290856	0.705224	0.003920	CS pos: 21-22. VCS-YE. Pr: 0.4238
antigen_38|A0A6G2D4Q2|Pneumococcal|WP_061845346.1|tpos:1-315	SP	0.290856	0.705224	0.003920	CS pos: 21-22. VCS-YE. Pr: 0.4238
antigen_39|A0A0B7KUM4|Pneumococcal|WP_054385325.1|tpos:1-832	SP	0.396250	0.600592	0.003158	CS pos: 21-22. VCS-YE. Pr: 0.5316
antigen_32|A0A0T8ZSI6|YSIRK-type|WP_000657776.1|tpos:1-77	noTP	0.772848	0.221086	0.006066	
antigen_19|Q8DRM6|Phosphoribosylformylglycinamide|WP_000361214.1|tpos:1-1241	noTP	0.999974	0.000014	0.000012	
antigen_11|Q8DQ08|Pneumococcal|WP_061845346.1|tpos:1-848	SP	0.290856	0.705224	0.003920	CS pos: 21-22. VCS-YE. Pr: 0.4238
antigen_17|Q8DRI0|Surface|WP_444810730.1|tpos:583-723	noTP	0.954208	0.045694	0.000097	
antigen_33|A0A0H2UR96|Glycosyltransferase|WP_000446975.1|tpos:3-278	noTP	0.996447	0.003317	0.000236	
antigen_35|A0A064C4V0|Adhesion|WP_000744531.1|tpos:1-305	SP	0.001508	0.998481	0.000011	CS pos: 21-22. GAC-GQ. Pr: 0.4190
antigen_44|A0A4J1YT67|Hyaluronate|WP_001193717.1|tpos:956-1067	noTP	0.999389	0.000068	0.000543	
antigen_45|A0AAQ2W2I1|Superoxide|WP_000974746.1|tpos:1-201	noTP	0.999961	0.000036	0.000002	
antigen_47|Q8DQ24|Foldase|WP_000727935.1|tpos:1-313	SP	0.007058	0.992317	0.000625	CS pos: 21-22. AAC-SK. Pr: 0.4973
antigen_21|A0A0H2ZNF5|D-alanyl-lipoteichoic|WP_000813667.1|tpos:1-43	noTP	0.606622	0.392663	0.000714	
antigen_22|A0A064C0M1|PspC|WP_001085044.1|tpos:1-90	noTP	0.976956	0.001939	0.021105	
antigen_18|Q8DRK2|Gram-positive|WP_223080576.1|tpos:1-1009	noTP	0.493319	0.401683	0.104998	
antigen_16|Q8DQZ1|6-phospho-beta-galactosidase|WP_000429418.1|tpos:1-470	noTP	0.971597	0.027489	0.000915	
antigen_64|Q9F2F1|Bacteriocin-like|WP_000358815.1|tpos:1-35	noTP	0.849066	0.101476	0.049458	
antigen_65|A0A060RC98|Pneumococcal|WP_444810730.1|tpos:1-189	noTP	0.610604	0.316876	0.072520	
antigen_66|A0A062WSP2|Elongation|WP_001040724.1|tpos:1-398	noTP	0.999902	0.000005	0.000093	
antigen_67|A0A0H2UNY9|Pep27|WP_198523890.1|tpos:1-27	noTP	0.893391	0.004063	0.102545	
antigen_1|Q59947|Immunoglobulin|WP_000417128.1|tpos:1-1840	noTP	0.912987	0.083979	0.003034	
antigen_52|P0A4G3|Manganese|WP_000733056.1|tpos:1-309	SP	0.001068	0.998904	0.000028	CS pos: 23-24. ASG-KK. Pr: 0.5922
antigen_53|A0A4J2EQE8|exo-alpha-sialidase|WP_001042179.1|tpos:1-697	SP	0.052170	0.944436	0.003394	CS pos: 29-30. IHA-NE. Pr: 0.9564
antigen_10|Q8DQ07|Pneumococcal|WP_000672586.1|tpos:1-1039	SP	0.185322	0.811143	0.003535	CS pos: 24-25. AYA-LN. Pr: 0.6956
antigen_24|A0A064BZ27|Choline|WP_000728263.1|tpos:1-626	SP	0.003604	0.996163	0.000233	CS pos: 25-26. VQA-QE. Pr: 0.9417
antigen_29|A0AA86X9D8|IgA1|WP_000417128.1|tpos:596-1840	noTP	0.999863	0.000071	0.000066	
antigen_40|A0A6G2D0Z1|Fibronectin-binding|WP_223080576.1|tpos:1-499	noTP	0.493319	0.401683	0.104998	
antigen_42|Q97QS2|Enolase|WP_000022813.1|tpos:1-434	noTP	0.999508	0.000460	0.000033	
antigen_46|A0A0T8T3N8|Endo-beta-N-acetylglucosaminidase|WP_078136224.1|tpos:20-677	SP	0.000372	0.999621	0.000007	CS pos: 23-24. AMA-SD. Pr: 0.9223
antigen_54|A0A0T8BMK3|N-acetylneuraminate|WP_001281510.1|tpos:1-305	noTP	0.999809	0.000160	0.000032	
antigen_55|A0A0B7LWN8|Oligopeptide-binding|WP_000742233.1|tpos:1-659	SP	0.000346	0.999563	0.000091	CS pos: 21-22. VLA-AC. Pr: 0.5401
antigen_2|Q7ZAK5|Pneumolysin|WP_001284359.1|tpos:1-471	noTP	0.999964	0.000018	0.000018	
antigen_3|Q8CZ44|Immunity|WP_000276501.1|tpos:1-68	noTP	0.957700	0.000129	0.042171	
antigen_4|Q8DMZ4|N-acetylmuramoyl-L-alanine|WP_000698585.1|tpos:1-448	SP	0.313640	0.677988	0.008372	CS pos: 40-41. VYA-YS. Pr: 0.5479
antigen_62|O05168|PCPC|WP_000771144.1|tpos:1-332	SP	0.002546	0.997337	0.000117	CS pos: 27-28. VFA-DD. Pr: 0.9586
antigen_63|A0A0H2ZP79|BlpS|WP_000682124.1|tpos:1-112	noTP	0.999074	0.000202	0.000724	
antigen_31|A0A064C176|Zinc|WP_000472971.1|tpos:1-1821	noTP	0.558571	0.436416	0.005014	
antigen_9|Q8DPU6|Uncharacterized|WP_000743330.1|tpos:1-229	noTP	0.999776	0.000203	0.000020	
antigen_27|A0AAP5JAE8|LPXTG-anchored|WP_000679955.1|tpos:1-1312	noTP	0.641813	0.353481	0.004707	
antigen_15|Q8DQY9|Trk|WP_001814392.1|tpos:1-479	noTP	0.993854	0.005808	0.000338	
antigen_23|A0A6I3UXD9|Choline|WP_000698585.1|tpos:283-448	noTP	0.999574	0.000413	0.000013	
antigen_36|A0A0E7XNV3|Pneumococcal|WP_000672586.1|tpos:1-1039	SP	0.185322	0.811143	0.003535	CS pos: 24-25. AYA-LN. Pr: 0.6956
antigen_48|A0A0B7M798|Surface|WP_000054787.1|tpos:1615-1652	noTP	0.828853	0.051696	0.119452	
antigen_49|A0A822QE61|NADH|WP_000036792.1|tpos:1-459	noTP	0.999093	0.000775	0.000133	
antigen_50|A0A062WSR0|Manganese|WP_000559784.1|tpos:1-282	noTP	0.999973	0.000003	0.000024	
antigen_51|Q8DNW8|ABC|WP_000619143.1|tpos:1-240	noTP	0.996572	0.000499	0.002929	
