# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250811111116
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_61|Q9KGY9|Choline|CP145437.1|tpos:24693-24771	noTP	0.984904	0.012439	0.002656	
antigen_25|A0A0S2VEM8|CbpG|CP145437.1|tpos:24694-24770	noTP	0.944806	0.049092	0.006102	
antigen_49|A0A822QE61|NADH|CP145437.1|tpos:209433-209600	noTP	0.993253	0.006685	0.000062	
antigen_46|A0A0T8T3N8|Endo-beta-N-acetylglucosaminidase|CP145437.1|tpos:24702-24770	noTP	0.828725	0.167193	0.004083	
antigen_50|A0A062WSR0|Manganese|CP145437.1|tpos:459057-459325	noTP	0.993755	0.002906	0.003339	
antigen_52|P0A4G3|Manganese|CP145437.1|tpos:459327-459630	SP	0.005092	0.994862	0.000047	CS pos: 18-19. VAC-SN. Pr: 0.3364
antigen_4|Q8DMZ4|N-acetylmuramoyl-L-alanine|CP145437.1|tpos:24692-24770	noTP	0.989806	0.009540	0.000654	
antigen_34|A0A098ZLB0|ABC|CP145437.1|tpos:459327-459826	SP	0.005092	0.994862	0.000047	CS pos: 18-19. VAC-SN. Pr: 0.3364
antigen_55|A0A0B7LWN8|Oligopeptide-binding|CP145437.1|tpos:661106-661753	SP	0.011681	0.986778	0.001542	CS pos: 21-22. SAC-GN. Pr: 0.2054
antigen_35|A0A064C4V0|Adhesion|CP145437.1|tpos:459327-459628	SP	0.005092	0.994862	0.000047	CS pos: 18-19. VAC-SN. Pr: 0.3364
antigen_5|Q8DN05|Choline|CP145437.1|tpos:24693-24770	noTP	0.979627	0.018420	0.001953	
antigen_24|A0A064BZ27|Choline|CP145437.1|tpos:24690-24752	noTP	0.945008	0.054626	0.000367	
antigen_32|A0A0T8ZSI6|YSIRK-type|CP145437.1|tpos:412542-412630	noTP	0.946489	0.004989	0.048522	
antigen_62|O05168|PCPC|CP145437.1|tpos:24666-24771	noTP	0.971659	0.027585	0.000756	
antigen_8|Q8DPK5|ABC|CP145437.1|tpos:258155-258483	noTP	0.999806	0.000082	0.000112	
antigen_51|Q8DNW8|ABC|CP145437.1|tpos:551827-552061	noTP	0.999949	0.000030	0.000021	
antigen_17|Q8DRI0|Surface|CP145437.1|tpos:24690-24770	noTP	0.988979	0.010757	0.000264	
antigen_27|A0AAP5JAE8|LPXTG-anchored|CP145437.1|tpos:411496-412807	noTP	0.648691	0.346804	0.004505	
antigen_57|A0A4N5NE36|Surface|CP145437.1|tpos:24552-24771	noTP	0.999992	0.000005	0.000002	
