# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250811111116
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_35|A0A064C4V0|Adhesion|NZ_CP173225.1|tpos:403753-404057	SP	0.001496	0.998492	0.000011	CS pos: 21-22. GAC-GQ. Pr: 0.4189
antigen_30|A0AAP5J5G2|ZmpA/ZmpB/ZmpC|NZ_CP173225.1|tpos:308892-309325	noTP	0.999982	0.000011	0.000007	
antigen_25|A0A0S2VEM8|CbpG|NZ_CP173225.1|tpos:235534-235805	noTP	0.999451	0.000364	0.000185	
antigen_26|A0AAP5J8I6|LPXTG-anchored|NZ_CP173225.1|tpos:261764-261920	noTP	0.999989	0.000007	0.000004	
antigen_47|Q8DQ24|Foldase|NZ_CP173225.1|tpos:398696-399008	SP	0.007058	0.992317	0.000625	CS pos: 21-22. AAC-SK. Pr: 0.4973
antigen_48|A0A0B7M798|Surface|NZ_CP173225.1|tpos:309618-309709	noTP	0.988997	0.000605	0.010399	
antigen_55|A0A0B7LWN8|Oligopeptide-binding|NZ_CP173225.1|tpos:226145-226804	SP	0.000275	0.999404	0.000321	CS pos: 21-22. TLA-AC. Pr: 0.4513
antigen_31|A0A064C176|Zinc|NZ_CP173225.1|tpos:307845-309745	noTP	0.554181	0.440234	0.005585	
antigen_5|Q8DN05|Choline|NZ_CP173225.1|tpos:231919-232198	noTP	0.997808	0.001391	0.000801	
antigen_11|Q8DQ08|Pneumococcal|NZ_CP173225.1|tpos:406410-406462	noTP	0.979515	0.011118	0.009367	
antigen_18|Q8DRK2|Gram-positive|NZ_CP173225.1|tpos:148652-149812	noTP	0.482610	0.412402	0.104988	
antigen_57|A0A4N5NE36|Surface|NZ_CP173225.1|tpos:232121-232199	noTP	0.682902	0.220797	0.096300	
antigen_32|A0A0T8ZSI6|YSIRK-type|NZ_CP173225.1|tpos:309069-309742	noTP	0.999877	0.000023	0.000099	
antigen_27|A0AAP5JAE8|LPXTG-anchored|NZ_CP173225.1|tpos:261787-261917	noTP	0.999727	0.000250	0.000023	
antigen_12|Q8DQN5|Zinc|NZ_CP173225.1|tpos:307845-309745	noTP	0.554181	0.440234	0.005585	
antigen_8|Q8DPK5|ABC|NZ_CP173225.1|tpos:473822-474542	SP	0.000737	0.999257	0.000006	CS pos: 23-24. AKA-ET. Pr: 0.6227
antigen_1|Q59947|Immunoglobulin|NZ_CP173225.1|tpos:308478-309750	noTP	0.999832	0.000044	0.000125	
antigen_66|A0A062WSP2|Elongation|NZ_CP173225.1|tpos:246649-246812	noTP	0.999877	0.000103	0.000020	
antigen_16|Q8DQZ1|6-phospho-beta-galactosidase|NZ_CP173225.1|tpos:197179-197630	noTP	0.999577	0.000224	0.000199	
antigen_13|Q8DQN7|Histidine|NZ_CP173225.1|tpos:172995-173258	noTP	0.999349	0.000459	0.000193	
antigen_3|Q8CZ44|Immunity|NZ_CP173225.1|tpos:270923-270990	noTP	0.994365	0.000091	0.005544	
antigen_4|Q8DMZ4|N-acetylmuramoyl-L-alanine|NZ_CP173225.1|tpos:232100-232198	noTP	0.928200	0.070999	0.000801	
antigen_33|A0A0H2UR96|Glycosyltransferase|NZ_CP173225.1|tpos:166374-166467	noTP	0.956810	0.001639	0.041551	
antigen_15|Q8DQY9|Trk|NZ_CP173225.1|tpos:147543-147892	noTP	0.966210	0.033222	0.000569	
antigen_51|Q8DNW8|ABC|NZ_CP173225.1|tpos:257101-257334	noTP	0.999346	0.000073	0.000582	
antigen_29|A0AA86X9D8|IgA1|NZ_CP173225.1|tpos:308517-309740	noTP	0.992271	0.001069	0.006660	
antigen_34|A0A098ZLB0|ABC|NZ_CP173225.1|tpos:403753-404052	SP	0.001496	0.998492	0.000011	CS pos: 21-22. GAC-GQ. Pr: 0.4189
antigen_39|A0A0B7KUM4|Pneumococcal|NZ_CP173225.1|tpos:406333-406462	noTP	0.999916	0.000055	0.000030	
antigen_17|Q8DRI0|Surface|NZ_CP173225.1|tpos:385835-386063	noTP	0.967920	0.002992	0.029087	
antigen_62|O05168|PCPC|NZ_CP173225.1|tpos:235812-236151	SP	0.005075	0.994782	0.000143	CS pos: 27-28. VFA-DD. Pr: 0.8985
antigen_23|A0A6I3UXD9|Choline|NZ_CP173225.1|tpos:232100-232198	noTP	0.928200	0.070999	0.000801	
antigen_24|A0A064BZ27|Choline|NZ_CP173225.1|tpos:385506-386131	SP	0.003141	0.996649	0.000210	CS pos: 25-26. VQA-QE. Pr: 0.9417
antigen_60|A0A4J1ZDL7|Beta-galactosidase|NZ_CP173225.1|tpos:143998-144592	noTP	0.999803	0.000112	0.000085	
antigen_52|P0A4G3|Manganese|NZ_CP173225.1|tpos:403753-404056	SP	0.001496	0.998492	0.000011	CS pos: 21-22. GAC-GQ. Pr: 0.4189
antigen_46|A0A0T8T3N8|Endo-beta-N-acetylglucosaminidase|NZ_CP173225.1|tpos:385779-386063	noTP	0.994414	0.005550	0.000036	
antigen_40|A0A6G2D0Z1|Fibronectin-binding|NZ_CP173225.1|tpos:148652-149150	noTP	0.482610	0.412402	0.104988	
antigen_61|Q9KGY9|Choline|NZ_CP173225.1|tpos:235812-236151	SP	0.005075	0.994782	0.000143	CS pos: 27-28. VFA-DD. Pr: 0.8985
