# SignalP-5.0	Organism: euk	Timestamp: 20250612112933
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_2|Q2FUY2|Clumping|CP000253.1|tpos:97046-97114	OTHER	0.107644	0.892356	
antigen_20|Q2FWW7|ABC|CP000253.1|tpos:106345-106577	OTHER	0.000485	0.999515	
antigen_36|Q2G010|Thermonuclease|CP000253.1|tpos:388353-388500	OTHER	0.001618	0.998382	
antigen_93|E2FYX5|von|CP000253.1|tpos:65376-65672	SP(Sec/SPI)	0.917453	0.082547	CS pos: 26-27. ADA-IV. Pr: 0.5779
antigen_73|G0Z025|Enterotoxin-like|CP000253.1|tpos:120385-120460	OTHER	0.000316	0.999684	
antigen_7|Q2FVK2|Gamma-hemolysin|CP000253.1|tpos:771540-771851	SP(Sec/SPI)	0.997516	0.002484	CS pos: 23-24. ANA-EG. Pr: 0.8263
antigen_42|Q2G0B3|ABC|CP000253.1|tpos:43817-43997	OTHER	0.001977	0.998023	
antigen_40|Q2G091|ABC|CP000253.1|tpos:225985-226200	OTHER	0.000391	0.999609	
antigen_49|Q2G1F5|Solute-binding|CP000253.1|tpos:56998-57587	SP(Sec/SPI)	0.994386	0.005614	CS pos: 19-20. GCG-VP. Pr: 0.3794
antigen_71|Q2FWC7|Type|CP000253.1|tpos:678990-679256	OTHER	0.001368	0.998632	
antigen_64|Q2G2W1|Quinolone|CP000253.1|tpos:32001-32364	OTHER	0.000973	0.999027	
antigen_65|Q2G2Y0|Staphylococcal|CP000253.1|tpos:122723-122953	SP(Sec/SPI)	0.955488	0.044512	CS pos: 22-23. VFT-AE. Pr: 0.5154
antigen_66|A0A1S6DAJ0|5'-nucleotidase|CP000253.1|tpos:255091-255446	OTHER	0.001525	0.998475	
antigen_74|A0A0H2XIH9|Fibrinogen-binding|CP000253.1|tpos:65811-65880	OTHER	0.004177	0.995823	
antigen_52|Q2G1N0|Staphyloferrin|CP000253.1|tpos:206115-206472	OTHER	0.199090	0.800910	
antigen_83|Q2G1S6|Staphylococcal|CP000253.1|tpos:121415-121648	SP(Sec/SPI)	0.907305	0.092695	CS pos: 30-31. VNA-SE. Pr: 0.3596
antigen_84|A0A0H3KAV8|Staphylococcal|CP000253.1|tpos:121095-121300	OTHER	0.000462	0.999538	
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|CP000253.1|tpos:119939-120117	OTHER	0.000826	0.999174	
antigen_41|Q2G0A2|Quinolone|CP000253.1|tpos:206115-206500	OTHER	0.199090	0.800910	
antigen_9|Q2FVL8|Assimilatory|CP000253.1|tpos:236472-236661	OTHER	0.001934	0.998066	
antigen_44|Q2G0V8|Phosphatidic|CP000253.1|tpos:129467-129690	OTHER	0.037310	0.962690	
antigen_92|O54462|Superantigen-like|CP000253.1|tpos:120025-120117	OTHER	0.000745	0.999255	
antigen_31|Q2FZ49|Chromosome|CP000253.1|tpos:355378-356565	OTHER	0.004429	0.995571	
antigen_29|Q2FYP2|ABC|CP000253.1|tpos:804725-804922	OTHER	0.000956	0.999044	
antigen_85|A0A2S1FUJ3|Superantigen-like|CP000253.1|tpos:122723-122954	SP(Sec/SPI)	0.955488	0.044512	CS pos: 22-23. VFT-AE. Pr: 0.5154
antigen_86|A0A2S1FUJ1|Superantigen-like|CP000253.1|tpos:124289-124513	SP(Sec/SPI)	0.918257	0.081743	CS pos: 25-26. TTA-QP. Pr: 0.5406
antigen_10|Q2FVV4|CPBP|CP000253.1|tpos:559565-559670	OTHER	0.001136	0.998864	
antigen_25|Q2FXJ6|Serine|CP000253.1|tpos:287826-288185	SP(Sec/SPI)	0.531572	0.468428	CS pos: 16-17. LNA-IF. Pr: 0.2546
antigen_81|A0A0H3KAV3|Staphylococcal|CP000253.1|tpos:119913-120138	SP(Sec/SPI)	0.926992	0.073008	CS pos: 22-23. VIT-SN. Pr: 0.2414
antigen_87|A0A0H3K7M3|Superantigen-like|CP000253.1|tpos:119941-120116	OTHER	0.000453	0.999547	
antigen_46|Q2G155|Lipase|CP000253.1|tpos:97048-97737	OTHER	0.261103	0.738897	
antigen_55|Q2G1X0|Alpha-hemolysin|CP000253.1|tpos:771600-771845	OTHER	0.001445	0.998555	
antigen_13|Q2FWC4|Peptidase|CP000253.1|tpos:19001-19372	OTHER	0.000773	0.999227	
antigen_82|A0A0H3KEE1|Staphylococcal|CP000253.1|tpos:120993-121300	SP(Sec/SPI)	0.718437	0.281563	CS pos: 27-28. TQA-AN. Pr: 0.4341
antigen_16|Q2FWP0|Uncharacterized|CP000253.1|tpos:771546-771852	SP(Sec/SPI)	0.865650	0.134350	CS pos: 17-18. ANA-EG. Pr: 0.5601
antigen_24|Q2FXB0|Leucotoxin|CP000253.1|tpos:771570-771851	OTHER	0.001210	0.998790	
antigen_5|Q2FVH8|Membrane|CP000253.1|tpos:176671-176961	OTHER	0.038380	0.961620	
antigen_8|Q2FVK3|Gamma-hemolysin|CP000253.1|tpos:771542-771851	SP(Sec/SPI)	0.989713	0.010287	CS pos: 21-22. ANA-EG. Pr: 0.7686
antigen_26|Q2FXN2|Amino|CP000253.1|tpos:526591-527043	OTHER	0.000672	0.999328	
