# SignalP-5.0	Organism: euk	Timestamp: 20251006194836
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_67|A8QKE6|Neutral|WP_001225027.1|tpos:1-509	SP(Sec/SPI)	0.955321	0.044679	CS pos: 27-28. ALA-ID. Pr: 0.8153
antigen_48|Q2G1E2|Membrane|WP_001008722.1|tpos:1-459	OTHER	0.000262	0.999738	
antigen_0|P14738|Fibronectin-binding|WP_000794625.1|tpos:1-1027	OTHER	0.313884	0.686116	
antigen_79|Q2FJ77|Serine-aspartate|WP_000610281.1|tpos:1-1147	OTHER	0.003805	0.996195	
antigen_21|Q2FX09|Response|WP_000153535.1|tpos:1-209	OTHER	0.000688	0.999312	
antigen_93|E2FYX5|von|WP_000791724.1|tpos:1-504	SP(Sec/SPI)	0.972770	0.027230	CS pos: 26-27. ASA-VV. Pr: 0.4170
antigen_90|Q6G7Z1|Staphylokinase|WP_000919350.1|tpos:1-163	SP(Sec/SPI)	0.995257	0.004743	CS pos: 27-28. VSA-SS. Pr: 0.6871
antigen_91|A0A0B6XP77|Segregation|WP_000273368.1|tpos:1-243	OTHER	0.000520	0.999480	
antigen_63|Q2G2Q0|DNA|WP_000819081.1|tpos:1-883	OTHER	0.000474	0.999526	
antigen_4|Q2FV72|Ferrous|WP_000432890.1|tpos:1-664	OTHER	0.001055	0.998945	
antigen_6|Q2FVI5|Bcr/CflA|WP_001191924.1|tpos:1-403	SP(Sec/SPI)	0.540825	0.459175	CS pos: 26-27. AFG-PL. Pr: 0.1725
antigen_80|A0A6M8B1R6|Staphylococcal|WP_001233387.1|tpos:54-258	OTHER	0.000839	0.999161	
antigen_81|A0A0H3KAV3|Staphylococcal|WP_044026074.1|tpos:1-226	SP(Sec/SPI)	0.935110	0.064890	CS pos: 30-31. VQA-KT. Pr: 0.2565
antigen_82|A0A0H3KEE1|Staphylococcal|WP_000784618.1|tpos:1-281	SP(Sec/SPI)	0.897815	0.102185	CS pos: 28-29. ANA-EK. Pr: 0.4043
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|WP_000739536.1|tpos:1-240	SP(Sec/SPI)	0.977190	0.022810	CS pos: 23-24. TST-QL. Pr: 0.5415
antigen_38|Q2G034|DUF4887|WP_000070828.1|tpos:1-209	OTHER	0.001087	0.998913	
antigen_39|Q2G080|EamA|WP_001068497.1|tpos:45-288	OTHER	0.012082	0.987918	
antigen_42|Q2G0B3|ABC|WP_000737152.1|tpos:1-543	OTHER	0.003746	0.996254	
