Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen_8|P64400|33|CP002114.3|tpos:162546-162838,0.615,0.0,0.0,0.615,Allergen
antigen_34|Q6GC27|Methionine|CP002114.3|tpos:292033-292295,0.053,0.0,-0.5,-0.447,Non-Allergen
antigen_22|Q2FV63|Copper|CP002114.3|tpos:820163-820230,0.363,0.5,0.0,0.863,Allergen
antigen_63|P65177|Ribitol-5-phosphate|CP002114.3|tpos:85946-86183,0.034,0.5,-0.5,0.034,Non-Allergen
antigen_98|A5IVY0|1-pyrroline-5-carboxylate|CP002114.3|tpos:45982-46244,0.398,0.0,-0.5,-0.102,Non-Allergen
antigen_73|A8Z3N5|Bifunctional|CP002114.3|tpos:359168-359342,0.119,0.0,0.0,0.119,Non-Allergen
antigen_5|Q7A768|Putative|CP002114.3|tpos:190706-191084,0.19,0.0,-0.5,-0.31,Non-Allergen
antigen_49|Q6GJN0|Uncharacterized|CP002114.3|tpos:138066-138326,0.224,0.0,0.0,0.224,Non-Allergen
antigen_80|Q5HG90|Homoserine|CP002114.3|tpos:407613-407916,0.164,0.0,-0.5,-0.336,Non-Allergen
antigen_95|Q7A7B2|Transcription-repair-coupling|CP002114.3|tpos:369494-369886,0.04,0.0,-0.5,-0.46,Non-Allergen
antigen_113|Q2FKQ5|Chromosomal|CP002114.3|tpos:1-453,0.11,0.0,-0.5,-0.39,Non-Allergen
antigen_194|Q2FEK3|Urease|CP002114.3|tpos:729851-730421,0.429,0.0,0.0,0.429,Allergen
antigen_99|Q2YT14|Glycine--tRNA|CP002114.3|tpos:507435-507897,0.279,0.0,0.0,0.279,Non-Allergen
antigen_46|Q2YWH4|Carbamate|CP002114.3|tpos:349422-349730,0.363,0.0,-0.5,-0.137,Non-Allergen
antigen_139|P65968|Ribosome-binding|CP002114.3|tpos:386186-386301,0.109,0.0,-0.5,-0.391,Non-Allergen
antigen_148|P72358|Antiholin-like|CP002114.3|tpos:88707-88853,0.172,0.0,0.0,0.172,Non-Allergen
antigen_156|A8YZL5|Pyridoxal|CP002114.3|tpos:168731-169025,0.066,0.5,0.0,0.566,Allergen
antigen_115|Q7A7G0|Uncharacterized|CP002114.3|tpos:138066-138326,0.224,0.0,0.0,0.224,Non-Allergen
antigen_121|Q99U50|L-threonine|CP002114.3|tpos:142880-143092,0.222,0.0,0.0,0.222,Non-Allergen
antigen_103|Q6GJE9|Pyridoxal|CP002114.3|tpos:169027-169211,0.077,0.5,-0.5,0.077,Non-Allergen
antigen_36|Q6GAB5|Spermidine/putrescine|CP002114.3|tpos:235118-235424,0.122,0.0,-0.5,-0.378,Non-Allergen
