# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250929151026
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_93|B6J8S3|Chromosomal|NZ_CP040059.1|tpos:1-451	noTP	0.999878	0.000036	0.000086	
antigen_39|B6J836|Thiosulfate|NZ_CP040059.1|tpos:169961-170067	noTP	0.999363	0.000173	0.000465	
antigen_116|B6J3T6|Porphobilinogen|NZ_CP040059.1|tpos:616136-616442	noTP	0.924410	0.003221	0.072369	
antigen_180|Q83F44|Methionine|NZ_CP040059.1|tpos:248217-248477	noTP	0.999920	0.000035	0.000045	
antigen_136|Q83E64|Malonyl-[acyl-carrier|NZ_CP040059.1|tpos:129454-129735	noTP	0.999390	0.000190	0.000420	
antigen_141|B6J375|4-hydroxybenzoate|NZ_CP040059.1|tpos:16032-16318	noTP	0.998576	0.000743	0.000681	
antigen_145|A9KD17|Small|NZ_CP040059.1|tpos:72959-73088	noTP	0.991163	0.001085	0.007752	
antigen_65|Q83E10|Cytidylate|NZ_CP040059.1|tpos:148922-149158	noTP	0.999925	0.000009	0.000066	
antigen_83|B6J2S1|L-threonine|NZ_CP040059.1|tpos:33087-33428	noTP	0.952179	0.011601	0.036219	
antigen_72|B6J1S2|Isoleucine--tRNA|NZ_CP040059.1|tpos:113237-114172	noTP	0.999866	0.000046	0.000088	
antigen_132|A9KF44|Aspartate--tRNA(Asp/Asn)|NZ_CP040059.1|tpos:120747-121198	noTP	0.967824	0.000481	0.031695	
antigen_176|A9KEY5|Erythronate-4-phosphate|NZ_CP040059.1|tpos:541921-542286	noTP	0.999744	0.000158	0.000098	
antigen_95|B6J3H2|Glutamate-1-semialdehyde|NZ_CP040059.1|tpos:562465-562899	noTP	0.967230	0.000893	0.031877	
antigen_33|Q83DD0|Valine--tRNA|NZ_CP040059.1|tpos:113282-114096	noTP	0.999279	0.000224	0.000498	
antigen_20|Q83F34|Cell|NZ_CP040059.1|tpos:34196-34310	noTP	0.960161	0.021362	0.018477	
antigen_25|B6J738|Uracil-DNA|NZ_CP040059.1|tpos:287311-287539	noTP	0.999938	0.000043	0.000019	
antigen_8|Q45968|Transposase|NZ_CP040059.1|tpos:11534-11897	noTP	0.998791	0.000180	0.001029	
antigen_27|A9KD10|Large|NZ_CP040059.1|tpos:74197-74236	noTP	0.982190	0.000024	0.017786	
antigen_75|B6J2Q1|UDP-N-acetylenolpyruvoylglucosamine|NZ_CP040059.1|tpos:39356-39671	noTP	0.999086	0.000321	0.000593	
antigen_148|B6J1K0|3-deoxy-manno-octulosonate|NZ_CP040059.1|tpos:132383-132631	noTP	0.997397	0.000251	0.002353	
antigen_105|B6J2D9|ATP|NZ_CP040059.1|tpos:579407-579695	noTP	0.998185	0.000011	0.001804	
antigen_120|B6J8K9|UDP-3-O-acylglucosamine|NZ_CP040059.1|tpos:176483-176824	noTP	0.928739	0.065226	0.006036	
antigen_126|P18789|Citrate|NZ_CP040059.1|tpos:421232-421661	noTP	0.999914	0.000043	0.000043	
antigen_114|B6J9K3|Large|NZ_CP040059.1|tpos:109501-109590	noTP	0.999655	0.000046	0.000299	
antigen_124|B6J646|Bis(5'-nucleosyl)-tetraphosphatase,|NZ_CP040059.1|tpos:135308-135471	noTP	0.998439	0.000528	0.001033	
antigen_177|B6J8A0|UvrABC|NZ_CP040059.1|tpos:145042-145713	noTP	0.999635	0.000018	0.000346	
antigen_28|Q83D09|UPF0422|NZ_CP040059.1|tpos:271458-271922	SP	0.021259	0.972319	0.006422	CS pos: 19-20. ALS-TT. Pr: 0.5428
antigen_142|P45651|Glycine--tRNA|NZ_CP040059.1|tpos:570083-570771	noTP	0.999741	0.000067	0.000192	
antigen_157|A9KGS5|Deoxyuridine|NZ_CP040059.1|tpos:82111-82262	noTP	0.994947	0.001857	0.003196	
antigen_169|B6J6H1|Adenosylhomocysteinase|NZ_CP040059.1|tpos:603898-604335	noTP	0.999991	0.000007	0.000002	
antigen_150|B6J202|DNA-directed|NZ_CP040059.1|tpos:84705-84801	noTP	0.999889	0.000071	0.000040	
antigen_163|Q83AY0|Stringent|NZ_CP040059.1|tpos:234343-234556	noTP	0.804678	0.181230	0.014092	
antigen_2|B6J957|ATP|NZ_CP040059.1|tpos:578161-578424	noTP	0.996484	0.000193	0.003322	
antigen_68|Q83CV6|Protoheme|NZ_CP040059.1|tpos:16050-16229	noTP	0.972693	0.026720	0.000587	
antigen_102|Q83D84|ATP-dependent|NZ_CP040059.1|tpos:247879-248467	noTP	0.996952	0.002313	0.000734	
antigen_123|B6J7Q3|GTPase|NZ_CP040059.1|tpos:255329-255595	noTP	0.999570	0.000312	0.000118	
antigen_195|B6J256|Large|NZ_CP040059.1|tpos:72160-72296	noTP	0.992584	0.000011	0.007404	
antigen_111|B6J0U7|UDP-N-acetylglucosamine|NZ_CP040059.1|tpos:209816-210249	noTP	0.983820	0.012802	0.003378	
antigen_16|Q83CL8|Fumarate|NZ_CP040059.1|tpos:320922-321380	noTP	0.999964	0.000018	0.000018	
