# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251022033924
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_86|Q83CU8|Malonyl-[acyl-carrier|ACJ18355.1|tpos:1-248	noTP	0.995225	0.000182	0.004593	
antigen_87|Q83CW6|23S|ACJ18369.1|tpos:21-270	noTP	0.988233	0.009856	0.001911	
antigen_96|A9KET3|Transcriptional|ACJ19145.1|tpos:9-160	noTP	0.896126	0.002037	0.101837	
antigen_118|B6J1I8|Large|ACJ18816.1|tpos:1-64	noTP	0.997249	0.000110	0.002641	
antigen_119|B6IYU2|Holliday|ACJ17870.1|tpos:1-351	noTP	0.999337	0.000056	0.000607	
antigen_125|B6J1A4|tRNA-2-methylthio-N(6)-dimethylallyladenosine|ACJ18732.1|tpos:1-439	noTP	0.999834	0.000084	0.000082	
antigen_133|A9KBK7|NADH-quinone|ACJ17976.1|tpos:1-417	noTP	0.999646	0.000160	0.000194	
antigen_154|A9KF98|Elongation|ACJ17925.1|tpos:13-614	noTP	0.991695	0.000561	0.007744	
antigen_185|Q83DN9|Uncharacterized|ACJ18656.1|tpos:1-143	noTP	0.999684	0.000202	0.000114	
antigen_102|A9NA23|Nucleotide-binding|ACJ19146.1|tpos:1-160	noTP	0.999943	0.000018	0.000039	
antigen_149|P45651|Glycine--tRNA|ACJ17482.1|tpos:4-692	noTP	0.999741	0.000067	0.000192	
antigen_162|Q83BF8|RNA|ACJ17886.1|tpos:1-228	noTP	0.899703	0.000883	0.099413	
antigen_89|Q81ZL2|Chromosome|ACJ18756.1|tpos:1-1169	noTP	0.813195	0.001735	0.185070	
antigen_177|A9KBJ2|Cysteine--tRNA|ACJ17938.1|tpos:3-460	noTP	0.999442	0.000051	0.000507	
antigen_39|B6IYU5|Probable|ACJ17873.1|tpos:1-244	noTP	0.999187	0.000133	0.000680	
antigen_6|B6J7V9|Protein|ACJ18107.1|tpos:1-101	noTP	0.977506	0.010878	0.011615	
antigen_7|P51053|Succinate|ACJ18022.1|tpos:9-243	noTP	0.999926	0.000032	0.000042	
antigen_8|B6J957|ATP|ACJ17508.1|tpos:1-264	noTP	0.996490	0.000196	0.003313	
antigen_12|B6IZM7|Dual-specificity|ACJ18155.1|tpos:1-370	noTP	0.999454	0.000259	0.000287	
antigen_13|B6J0J6|Small|ACJ18474.1|tpos:1-127	noTP	0.999681	0.000187	0.000131	
antigen_152|B6J9K3|Large|ACJ18907.1|tpos:1-90	noTP	0.999655	0.000046	0.000299	
antigen_153|B6IZ24|Aspartyl/glutamyl-tRNA(Asn/Gln)|ACJ17952.1|tpos:1-477	noTP	0.992345	0.006074	0.001581	
antigen_184|B6J0H4|Probable|ACJ18452.1|tpos:1-147	noTP	0.997262	0.001816	0.000921	
antigen_57|A9KBK2|Triosephosphate|ACJ17971.1|tpos:17-271	noTP	0.989612	0.000117	0.010271	
antigen_127|B6J216|Phosphopantetheine|ACJ18994.1|tpos:1-159	noTP	0.999748	0.000165	0.000087	
antigen_132|B6J1K0|3-deoxy-manno-octulosonate|ACJ18828.1|tpos:5-253	noTP	0.997397	0.000251	0.002353	
antigen_158|Q83BJ9|tRNA(Ile)-lysidine|ACJ17921.1|tpos:1-449	noTP	0.981897	0.016482	0.001621	
antigen_58|Q83FA3|dITP/XTP|ACJ19210.1|tpos:1-200	noTP	0.999774	0.000178	0.000048	
antigen_59|A9KFZ6|Acetyl-coenzyme|ACJ18447.1|tpos:1-291	noTP	0.992380	0.000593	0.007027	
antigen_60|B6J2H8|Glycine|ACJ17552.1|tpos:1-130	noTP	0.999937	0.000053	0.000010	
antigen_0|B6J655|Methionyl-tRNA|ACJ19247.1|tpos:1-314	noTP	0.768331	0.002374	0.229295	
antigen_4|B6J929|Succinyl-diaminopimelate|ACJ18648.1|tpos:1-374	noTP	0.998989	0.000590	0.000421	
antigen_14|B6J1Y7|Ribonuclease|ACJ18965.1|tpos:1-154	noTP	0.999619	0.000130	0.000251	
antigen_15|P19685|Superoxide|ACJ17526.1|tpos:1-193	noTP	0.999745	0.000138	0.000117	
antigen_34|Q83D67|Chorismate|ACJ18465.1|tpos:1-352	noTP	0.998091	0.000347	0.001562	
antigen_94|A9KG24|DNA|ACJ18318.1|tpos:13-871	noTP	0.999914	0.000042	0.000044	
antigen_108|B6J6S6|Small|ACJ18484.1|tpos:1-86	noTP	0.999400	0.000027	0.000573	
antigen_109|Q83AU6|Phosphoglycerate|ACJ17610.1|tpos:14-404	noTP	0.999662	0.000026	0.000312	
antigen_151|A9NA67|Dihydroorotase|ACJ17521.1|tpos:4-351	noTP	0.998743	0.000418	0.000838	
antigen_191|Q83D83|Tetraacyldisaccharide|ACJ18479.1|tpos:1-325	mTP	0.222356	0.004344	0.773300	CS pos: 37-38. GLY-AV. Pr: 0.2929
antigen_115|B6J503|Probable|ACJ17873.1|tpos:1-244	noTP	0.999187	0.000133	0.000680	
antigen_116|B6J8K9|UDP-3-O-acylglucosamine|ACJ18696.1|tpos:1-342	noTP	0.928739	0.065226	0.006036	
antigen_126|Q83DN1|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate|ACJ18647.1|tpos:1-271	noTP	0.999935	0.000054	0.000011	
antigen_139|B6J255|Large|ACJ19033.1|tpos:1-65	noTP	0.995154	0.000176	0.004670	
antigen_140|B6J625|Peptide|ACJ19215.1|tpos:1-361	noTP	0.995869	0.000134	0.003997	
antigen_72|B6IZ55|NADH-quinone|ACJ17983.1|tpos:1-101	noTP	0.946546	0.053348	0.000106	
antigen_73|Q83AH2|Probable|ACJ17495.1|tpos:1-290	noTP	0.999412	0.000082	0.000505	
antigen_74|Q45885|Co-chaperone|ACJ17689.1|tpos:2-271	noTP	0.802591	0.174191	0.023219	
antigen_75|B6J1I7|Phosphate|ACJ18815.1|tpos:1-343	noTP	0.996466	0.000194	0.003340	
antigen_99|B6J2D7|ATP|ACJ17511.1|tpos:1-185	noTP	0.836105	0.000673	0.163222	
antigen_100|B6IZI4|NAD|ACJ18112.1|tpos:1-299	noTP	0.961538	0.002353	0.036108	
antigen_117|P18789|Citrate|ACJ18016.1|tpos:1-430	noTP	0.999908	0.000047	0.000045	
antigen_190|A9KD37|DNA-directed|ACJ19047.1|tpos:1-1414	noTP	0.999665	0.000029	0.000306	
antigen_106|B6IZT4|Serine--tRNA|ACJ18212.1|tpos:1-423	noTP	0.999080	0.000038	0.000882	
antigen_107|B6J5E7|Large|ACJ19026.1|tpos:1-178	noTP	0.989485	0.000062	0.010453	
antigen_90|B6IZE4|Ribonuclease|ACJ18072.1|tpos:1-202	noTP	0.999499	0.000245	0.000256	
antigen_91|Q83EX7|Tyrosine--tRNA|ACJ19088.1|tpos:1-399	noTP	0.999450	0.000523	0.000027	
antigen_135|B6IZD8|Phosphoglucosamine|ACJ18066.1|tpos:1-446	noTP	0.981213	0.005701	0.013087	
antigen_157|Q9KI19|RNA|ACJ17785.1|tpos:1-352	noTP	0.999876	0.000001	0.000123	
antigen_3|B6J4Q5|Small|ACJ17580.1|tpos:1-139	noTP	0.993375	0.000090	0.006536	
antigen_50|B6IZF7|Large|ACJ18085.1|tpos:1-64	noTP	0.993157	0.000005	0.006837	
antigen_51|A9KD30|Large|ACJ19040.1|tpos:2-206	noTP	0.999979	0.000007	0.000014	
antigen_52|Q83D18|Pyridoxine/pyridoxamine|ACJ18418.1|tpos:1-196	noTP	0.999210	0.000046	0.000744	
antigen_53|B6J031|tRNA-cytidine(32)|ACJ18309.1|tpos:1-256	noTP	0.999962	0.000025	0.000013	
antigen_54|Q83C16|Integration|ACJ18090.1|tpos:1-103	noTP	0.999654	0.000178	0.000168	
antigen_21|Q83F59|Tol-Pal|ACJ19172.1|tpos:4-440	SP	0.006067	0.993893	0.000040	CS pos: 23-24. SYG-AL. Pr: 0.9543
antigen_22|B6J6A9|Ribosome|ACJ17987.1|tpos:1-153	noTP	0.957975	0.001623	0.040402	
