# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250929151026
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_150|B6J202|DNA-directed|NZ_AP019759.1|tpos:84877-84973	noTP	0.999889	0.000071	0.000040	
antigen_159|B6J5F6|Small|NZ_AP019759.1|tpos:74860-75065	noTP	0.991372	0.000133	0.008494	
antigen_177|B6J8A0|UvrABC|NZ_AP019759.1|tpos:145214-145885	noTP	0.999635	0.000018	0.000346	
antigen_182|A9KF43|Probable|NZ_AP019759.1|tpos:478825-479068	noTP	0.999187	0.000133	0.000680	
antigen_155|A9KDJ2|Bifunctional|NZ_AP019759.1|tpos:195544-195675	noTP	0.986463	0.001079	0.012458	
antigen_94|A9KFL8|Large|NZ_AP019759.1|tpos:258901-259052	noTP	0.991019	0.000810	0.008171	
antigen_130|B6J275|Large|NZ_AP019759.1|tpos:66095-66239	noTP	0.961824	0.000386	0.037790	
antigen_104|B6J5F5|Small|NZ_AP019759.1|tpos:74733-74855	noTP	0.999199	0.000017	0.000784	
antigen_11|Q83F94|Probable|NZ_AP019759.1|tpos:15896-16080	noTP	0.989116	0.000205	0.010679	
antigen_152|B6J5K2|UDP-N-acetylmuramate--L-alanine|NZ_AP019759.1|tpos:39013-39477	noTP	0.980132	0.012723	0.007145	
antigen_164|B6J241|Small|NZ_AP019759.1|tpos:74606-74724	noTP	0.934914	0.000283	0.064804	
antigen_105|B6J2D9|ATP|NZ_AP019759.1|tpos:588586-588874	noTP	0.998185	0.000011	0.001804	
antigen_35|B6IZJ1|Chaperone|NZ_AP019759.1|tpos:336754-337056	noTP	0.999791	0.000024	0.000185	
antigen_80|B6IZ19|Alkyl|NZ_AP019759.1|tpos:453002-453178	noTP	0.999860	0.000040	0.000101	
antigen_102|Q83D84|ATP-dependent|NZ_AP019759.1|tpos:247290-247816	noTP	0.958402	0.039716	0.001882	
antigen_111|B6J0U7|UDP-N-acetylglucosamine|NZ_AP019759.1|tpos:148703-149087	noTP	0.984208	0.014295	0.001498	
antigen_120|B6J8K9|UDP-3-O-acylglucosamine|NZ_AP019759.1|tpos:176656-176997	noTP	0.928739	0.065226	0.006036	
antigen_141|B6J375|4-hydroxybenzoate|NZ_AP019759.1|tpos:297364-297635	noTP	0.736910	0.257923	0.005167	
antigen_171|B6J258|Large|NZ_AP019759.1|tpos:72153-72267	noTP	0.990201	0.000226	0.009573	
antigen_172|A9N9A0|Probable|NZ_AP019759.1|tpos:478825-479068	noTP	0.999187	0.000133	0.000680	
antigen_68|Q83CV6|Protoheme|NZ_AP019759.1|tpos:297340-297644	noTP	0.999055	0.000437	0.000508	
antigen_85|Q83F12|Cell|NZ_AP019759.1|tpos:40678-41063	noTP	0.999883	0.000085	0.000032	
antigen_176|A9KEY5|Erythronate-4-phosphate|NZ_AP019759.1|tpos:551100-551465	noTP	0.999744	0.000158	0.000098	
antigen_114|B6J9K3|Large|NZ_AP019759.1|tpos:109673-109762	noTP	0.999655	0.000046	0.000299	
antigen_32|B6J503|Probable|NZ_AP019759.1|tpos:478825-479068	noTP	0.999187	0.000133	0.000680	
antigen_33|Q83DD0|Valine--tRNA|NZ_AP019759.1|tpos:113454-114268	noTP	0.999279	0.000224	0.000498	
antigen_126|P18789|Citrate|NZ_AP019759.1|tpos:226116-226480	noTP	0.998670	0.000332	0.000998	
antigen_124|B6J646|Bis(5'-nucleosyl)-tetraphosphatase,|NZ_AP019759.1|tpos:600154-600444	noTP	0.999972	0.000011	0.000017	
antigen_8|Q45968|Transposase|NZ_AP019759.1|tpos:109024-109387	noTP	0.998791	0.000180	0.001029	
antigen_2|B6J957|ATP|NZ_AP019759.1|tpos:587340-587603	noTP	0.996484	0.000193	0.003322	
antigen_66|B6J253|Large|NZ_AP019759.1|tpos:72753-72874	noTP	0.990799	0.000480	0.008721	
antigen_72|B6J1S2|Isoleucine--tRNA|NZ_AP019759.1|tpos:113409-114344	noTP	0.999866	0.000046	0.000088	
antigen_39|B6J836|Thiosulfate|NZ_AP019759.1|tpos:170134-170240	noTP	0.999363	0.000173	0.000465	
antigen_76|B6IZL5|Octanoyltransferase|NZ_AP019759.1|tpos:383607-383848	noTP	0.942020	0.001972	0.056008	
antigen_101|A9KH17|Protein|NZ_AP019759.1|tpos:602597-602754	noTP	0.998805	0.001176	0.000019	
antigen_122|Q83A18|UPF0301|NZ_AP019759.1|tpos:630491-630684	noTP	0.890466	0.022705	0.086829	
