accession,label,feature,subfeature,value
O83458,positive,bcell,num_peptides,4
O83458,positive,bcell,avg_peptide_length,7.25
O83795,positive,bcell,num_peptides,3
O83795,positive,bcell,avg_peptide_length,6.666666666666667
O83669,positive,bcell,num_peptides,4
O83669,positive,bcell,avg_peptide_length,6.5
O83831,positive,bcell,num_peptides,10
O83831,positive,bcell,avg_peptide_length,12.5
F7IVK2,positive,bcell,num_peptides,1
F7IVK2,positive,bcell,avg_peptide_length,6.0
O83349,positive,bcell,num_peptides,1
O83349,positive,bcell,avg_peptide_length,9.0
O83164,positive,bcell,num_peptides,1
O83164,positive,bcell,avg_peptide_length,16.0
O83768,positive,bcell,num_peptides,2
O83768,positive,bcell,avg_peptide_length,7.0
O83080,positive,bcell,num_peptides,1
O83080,positive,bcell,avg_peptide_length,8.0
P56822,positive,bcell,num_peptides,5
P56822,positive,bcell,avg_peptide_length,9.8
O83413,positive,bcell,num_peptides,1
O83413,positive,bcell,avg_peptide_length,5.0
O07884,positive,bcell,num_peptides,4
O07884,positive,bcell,avg_peptide_length,11.0
O83055,positive,bcell,num_peptides,7
O83055,positive,bcell,avg_peptide_length,13.0
O83520,positive,bcell,num_peptides,1
O83520,positive,bcell,avg_peptide_length,5.0
O83213,positive,bcell,num_peptides,6
O83213,positive,bcell,avg_peptide_length,11.5
O83410,positive,bcell,num_peptides,1
O83410,positive,bcell,avg_peptide_length,5.0
F7IWA5,positive,bcell,num_peptides,3
F7IWA5,positive,bcell,avg_peptide_length,14.333333333333334
O83967,positive,bcell,num_peptides,4
O83967,positive,bcell,avg_peptide_length,8.25
O83935,positive,bcell,num_peptides,4
O83935,positive,bcell,avg_peptide_length,12.25
F7IW56,positive,bcell,num_peptides,2
F7IW56,positive,bcell,avg_peptide_length,8.5
P29722,positive,bcell,num_peptides,4
P29722,positive,bcell,avg_peptide_length,11.0
O83958,positive,bcell,num_peptides,8
O83958,positive,bcell,avg_peptide_length,10.0
P29725,positive,bcell,num_peptides,7
P29725,positive,bcell,avg_peptide_length,6.571428571428571
O83731,positive,bcell,num_peptides,5
O83731,positive,bcell,avg_peptide_length,9.0
O83619,positive,bcell,num_peptides,11
O83619,positive,bcell,avg_peptide_length,15.636363636363637
O30405,positive,bcell,num_peptides,5
O30405,positive,bcell,avg_peptide_length,10.4
O88138,positive,bcell,num_peptides,9
O88138,positive,bcell,avg_peptide_length,10.555555555555555
O83633,positive,bcell,num_peptides,2
O83633,positive,bcell,avg_peptide_length,36.5
O83964,positive,bcell,num_peptides,4
O83964,positive,bcell,avg_peptide_length,6.5
O83246,positive,bcell,num_peptides,3
O83246,positive,bcell,avg_peptide_length,5.666666666666667
P16055,positive,bcell,num_peptides,2
P16055,positive,bcell,avg_peptide_length,6.0
R4IYZ3,positive,bcell,num_peptides,5
R4IYZ3,positive,bcell,avg_peptide_length,12.8
P07643,positive,bcell,num_peptides,7
P07643,positive,bcell,avg_peptide_length,7.285714285714286
B0LGY7,positive,bcell,num_peptides,5
B0LGY7,positive,bcell,avg_peptide_length,13.4
O83448,positive,bcell,num_peptides,6
O83448,positive,bcell,avg_peptide_length,7.333333333333333
O83865,positive,bcell,num_peptides,3
O83865,positive,bcell,avg_peptide_length,5.333333333333333
O83275,positive,bcell,num_peptides,1
O83275,positive,bcell,avg_peptide_length,5.0
O83522,positive,bcell,num_peptides,2
O83522,positive,bcell,avg_peptide_length,5.0
O83325,positive,bcell,num_peptides,6
O83325,positive,bcell,avg_peptide_length,11.166666666666666
O83482,positive,bcell,num_peptides,6
O83482,positive,bcell,avg_peptide_length,12.0
O83086,positive,bcell,num_peptides,1
O83086,positive,bcell,avg_peptide_length,13.0
O83478,positive,bcell,num_peptides,3
O83478,positive,bcell,avg_peptide_length,6.0
P23033,positive,bcell,num_peptides,1
P23033,positive,bcell,avg_peptide_length,15.0
P19478,positive,bcell,num_peptides,4
P19478,positive,bcell,avg_peptide_length,9.75
O83337,positive,bcell,num_peptides,9
O83337,positive,bcell,avg_peptide_length,10.444444444444445
O83828,positive,bcell,num_peptides,3
O83828,positive,bcell,avg_peptide_length,30.333333333333332
O83830,positive,bcell,num_peptides,5
O83830,positive,bcell,avg_peptide_length,21.4
A0A2P1DUM7,positive,bcell,num_peptides,4
A0A2P1DUM7,positive,bcell,avg_peptide_length,10.25
O83335,positive,bcell,num_peptides,14
O83335,positive,bcell,avg_peptide_length,9.571428571428571
O83481,positive,bcell,num_peptides,2
O83481,positive,bcell,avg_peptide_length,6.5
P19649,positive,bcell,num_peptides,3
P19649,positive,bcell,avg_peptide_length,5.666666666666667
O83912,positive,bcell,num_peptides,1
O83912,positive,bcell,avg_peptide_length,5.0
O83159,positive,bcell,num_peptides,5
O83159,positive,bcell,avg_peptide_length,12.6
O83629,positive,bcell,num_peptides,5
O83629,positive,bcell,avg_peptide_length,12.8
O83169,positive,bcell,num_peptides,15
O83169,positive,bcell,avg_peptide_length,12.066666666666666
O83469,positive,bcell,num_peptides,9
O83469,positive,bcell,avg_peptide_length,8.88888888888889
O83557,positive,bcell,num_peptides,5
O83557,positive,bcell,avg_peptide_length,7.4
O83922,positive,bcell,num_peptides,1
O83922,positive,bcell,avg_peptide_length,5.0
O83920,positive,bcell,num_peptides,2
O83920,positive,bcell,avg_peptide_length,6.0
O83923,positive,bcell,num_peptides,2
O83923,positive,bcell,avg_peptide_length,5.0
O83932,positive,bcell,num_peptides,3
O83932,positive,bcell,avg_peptide_length,10.666666666666666
O83301,positive,bcell,num_peptides,7
O83301,positive,bcell,avg_peptide_length,7.714285714285714
O83931,positive,bcell,num_peptides,1
O83931,positive,bcell,avg_peptide_length,5.0
O83933,positive,bcell,num_peptides,5
O83933,positive,bcell,avg_peptide_length,9.2
O83994,positive,bcell,num_peptides,10
O83994,positive,bcell,avg_peptide_length,10.1
O83126,positive,bcell,num_peptides,4
O83126,positive,bcell,avg_peptide_length,8.25
O83639,positive,bcell,num_peptides,8
O83639,positive,bcell,avg_peptide_length,8.125
O83837,positive,bcell,num_peptides,5
O83837,positive,bcell,avg_peptide_length,9.8
O83627,positive,bcell,num_peptides,1
O83627,positive,bcell,avg_peptide_length,22.0
O83641,positive,bcell,num_peptides,1
O83641,positive,bcell,avg_peptide_length,7.0
O83966,positive,bcell,num_peptides,3
O83966,positive,bcell,avg_peptide_length,7.666666666666667
P29723,positive,bcell,num_peptides,8
P29723,positive,bcell,avg_peptide_length,9.625
O83347,positive,bcell,num_peptides,4
O83347,positive,bcell,avg_peptide_length,7.0
O83528,positive,bcell,num_peptides,1
O83528,positive,bcell,avg_peptide_length,6.0
O83499,positive,bcell,num_peptides,9
O83499,positive,bcell,avg_peptide_length,6.888888888888889
O83732,positive,bcell,num_peptides,5
O83732,positive,bcell,avg_peptide_length,10.8
O83449,positive,bcell,num_peptides,6
O83449,positive,bcell,avg_peptide_length,15.0
