accession,label,feature,subfeature,value
O83817,random,cluster,percent_identity/num_strain,0.008310249307479225
O83348,random,cluster,percent_identity/num_strain,0.008310249307479225
O83610,random,cluster,percent_identity/num_strain,0.008310249307479225
O83386,random,cluster,percent_identity/num_strain,0.008293628808864265
O83170,random,cluster,percent_identity/num_strain,0.006909972299168975
O83220,random,cluster,percent_identity/num_strain,0.008282548476454293
O83142,random,cluster,percent_identity/num_strain,0.008310249307479225
O83870,random,cluster,percent_identity/num_strain,0.006919667590027701
O83776,random,cluster,percent_identity/num_strain,0.0013850415512465374
O83776,random,cluster,percent_identity/num_strain,0.006925207756232687
O83767,random,cluster,percent_identity/num_strain,0.008310249307479225
O83319,random,cluster,percent_identity/num_strain,0.008301939058171745
P96122,random,cluster,percent_identity/num_strain,0.008310249307479225
O83658,random,cluster,percent_identity/num_strain,0.008281163434903047
O83195,random,cluster,percent_identity/num_strain,0.008310249307479225
O83586,random,cluster,percent_identity/num_strain,0.008246537396121884
O83822,random,cluster,percent_identity/num_strain,0.008293628808864265
O83969,random,cluster,percent_identity/num_strain,0.008310249307479225
O07896,random,cluster,percent_identity/num_strain,0.008310249307479225
O83739,random,cluster,percent_identity/num_strain,0.00824792243767313
O83809,random,cluster,percent_identity/num_strain,0.008310249307479225
O83480,random,cluster,percent_identity/num_strain,0.00554016620498615
B2S2F4,random,cluster,percent_identity/num_strain,0.008310249307479225
O83952,random,cluster,percent_identity/num_strain,0.008310249307479225
O83949,random,cluster,percent_identity/num_strain,0.008301939058171745
O83217,random,cluster,percent_identity/num_strain,0.008310249307479225
O83945,random,cluster,percent_identity/num_strain,0.008310249307479225
O83214,random,cluster,percent_identity/num_strain,0.008310249307479225
O83231,random,cluster,percent_identity/num_strain,0.008310249307479225
O83723,random,cluster,percent_identity/num_strain,0.008289473684210527
O83593,random,cluster,percent_identity/num_strain,0.008306094182825484
O83262,random,cluster,percent_identity/num_strain,0.008310249307479225
O83047,random,cluster,percent_identity/num_strain,0.006921052631578948
O83992,random,cluster,percent_identity/num_strain,0.008310249307479225
O83074,random,cluster,percent_identity/num_strain,0.008264542936288088
O83489,random,cluster,percent_identity/num_strain,0.008310249307479225
O83990,random,cluster,percent_identity/num_strain,0.008310249307479225
O83968,random,cluster,percent_identity/num_strain,0.008310249307479225
O83085,random,cluster,percent_identity/num_strain,0.008310249307479225
O83667,random,cluster,percent_identity/num_strain,0.008310249307479225
B2S369,random,cluster,percent_identity/num_strain,0.008310249307479225
O83650,random,cluster,percent_identity/num_strain,0.008307479224376732
O83344,random,cluster,percent_identity/num_strain,0.008310249307479225
O83710,random,cluster,percent_identity/num_strain,0.008285318559556786
O83460,random,cluster,percent_identity/num_strain,0.0082797783933518
O83971,random,cluster,percent_identity/num_strain,0.008310249307479225
O83979,random,cluster,percent_identity/num_strain,0.008310249307479225
O83696,random,cluster,percent_identity/num_strain,0.00826038781163435
O83766,random,cluster,percent_identity/num_strain,0.008297783933518006
O83672,random,cluster,percent_identity/num_strain,0.0055249307479224375
O83672,random,cluster,percent_identity/num_strain,0.002770083102493075
O83131,random,cluster,percent_identity/num_strain,0.008289473684210527
P96130,random,cluster,percent_identity/num_strain,0.008310249307479225
O83077,random,cluster,percent_identity/num_strain,0.008310249307479225
P74930,random,cluster,percent_identity/num_strain,0.008310249307479225
O83097,random,cluster,percent_identity/num_strain,0.008310249307479225
O07887,random,cluster,percent_identity/num_strain,0.008310249307479225
O83554,random,cluster,percent_identity/num_strain,0.008310249307479225
O83101,random,cluster,percent_identity/num_strain,0.008310249307479225
O83369,random,cluster,percent_identity/num_strain,0.008310249307479225
O83876,random,cluster,percent_identity/num_strain,0.008310249307479225
O83266,random,cluster,percent_identity/num_strain,0.008310249307479225
O83052,random,cluster,percent_identity/num_strain,0.006481994459833795
O83537,random,cluster,percent_identity/num_strain,0.008310249307479225
O83536,random,cluster,percent_identity/num_strain,0.008310249307479225
O83903,random,cluster,percent_identity/num_strain,0.008310249307479225
O83806,random,cluster,percent_identity/num_strain,0.008310249307479225
O83228,random,cluster,percent_identity/num_strain,0.00824376731301939
O83861,random,cluster,percent_identity/num_strain,0.008299168975069252
O83808,random,cluster,percent_identity/num_strain,0.008293628808864265
O83485,random,cluster,percent_identity/num_strain,0.008310249307479225
O83539,random,cluster,percent_identity/num_strain,0.008303324099722991
O08399,random,cluster,percent_identity/num_strain,0.008310249307479225
O83590,random,cluster,percent_identity/num_strain,0.008310249307479225
O83770,random,cluster,percent_identity/num_strain,0.00554016620498615
O83653,random,cluster,percent_identity/num_strain,0.008310249307479225
O83183,random,cluster,percent_identity/num_strain,0.008285318559556786
O83168,random,cluster,percent_identity/num_strain,0.0013850415512465374
P18193,random,cluster,percent_identity/num_strain,0.008297783933518006
O83541,random,cluster,percent_identity/num_strain,0.008307479224376732
O83714,random,cluster,percent_identity/num_strain,0.008288088642659279
O83727,random,cluster,percent_identity/num_strain,0.008296398891966759
B2S321,random,cluster,percent_identity/num_strain,0.008310249307479225
O83154,random,cluster,percent_identity/num_strain,0.008297783933518006
O83838,random,cluster,percent_identity/num_strain,0.0013850415512465374
O84003,random,cluster,percent_identity/num_strain,0.008310249307479225
O83279,random,cluster,percent_identity/num_strain,0.008299168975069252
O83683,random,cluster,percent_identity/num_strain,0.008310249307479225
O66075,random,cluster,percent_identity/num_strain,0.008310249307479225
O83218,random,cluster,percent_identity/num_strain,0.008310249307479225
O83435,random,cluster,percent_identity/num_strain,0.008310249307479225
O83785,random,cluster,percent_identity/num_strain,0.008310249307479225
O83848,random,cluster,percent_identity/num_strain,0.008293628808864265
O83284,random,cluster,percent_identity/num_strain,0.00829224376731302
O83401,random,cluster,percent_identity/num_strain,0.008310249307479225
O83295,random,cluster,percent_identity/num_strain,0.008310249307479225
O83575,random,cluster,percent_identity/num_strain,0.0013850415512465374
O83575,random,cluster,percent_identity/num_strain,0.0069168975069252075
O83608,random,cluster,percent_identity/num_strain,0.008310249307479225
O83774,random,cluster,percent_identity/num_strain,0.008293628808864265
O83679,random,cluster,percent_identity/num_strain,0.008307479224376732
O83505,random,cluster,percent_identity/num_strain,0.008301939058171745
O83048,random,cluster,percent_identity/num_strain,0.008310249307479225
O83977,random,cluster,percent_identity/num_strain,0.00826038781163435
O83442,random,cluster,percent_identity/num_strain,0.008310249307479225
O83859,random,cluster,percent_identity/num_strain,0.008297783933518006
O83792,random,cluster,percent_identity/num_strain,0.008310249307479225
O83493,random,cluster,percent_identity/num_strain,0.008310249307479225
O83388,random,cluster,percent_identity/num_strain,0.008310249307479225
O83737,random,cluster,percent_identity/num_strain,0.008310249307479225
O83640,random,cluster,percent_identity/num_strain,0.008310249307479225
O83936,random,cluster,percent_identity/num_strain,0.0013850415512465374
Q56338,random,cluster,percent_identity/num_strain,0.008310249307479225
O83058,random,cluster,percent_identity/num_strain,0.008310249307479225
O83490,random,cluster,percent_identity/num_strain,0.008310249307479225
O83564,random,cluster,percent_identity/num_strain,0.008310249307479225
O83219,random,cluster,percent_identity/num_strain,0.008310249307479225
O66106,random,cluster,percent_identity/num_strain,0.006925207756232687
O83805,random,cluster,percent_identity/num_strain,0.008289473684210527
O83671,random,cluster,percent_identity/num_strain,0.006914127423822715
O83390,random,cluster,percent_identity/num_strain,0.004155124653739612
O83690,random,cluster,percent_identity/num_strain,0.008297783933518006
O83444,random,cluster,percent_identity/num_strain,0.008293628808864265
O83433,random,cluster,percent_identity/num_strain,0.008310249307479225
O83845,random,cluster,percent_identity/num_strain,0.008299168975069252
O83336,random,cluster,percent_identity/num_strain,0.008218836565096954
O83358,random,cluster,percent_identity/num_strain,0.008310249307479225
O83324,random,cluster,percent_identity/num_strain,0.008310249307479225
O83132,random,cluster,percent_identity/num_strain,0.008310249307479225
O83585,random,cluster,percent_identity/num_strain,0.008285318559556786
O83797,random,cluster,percent_identity/num_strain,0.006925207756232687
O83373,random,cluster,percent_identity/num_strain,0.008310249307479225
O83496,random,cluster,percent_identity/num_strain,0.008239612188365652
O83258,random,cluster,percent_identity/num_strain,0.008299168975069252
O83185,random,cluster,percent_identity/num_strain,0.008310249307479225
O83425,random,cluster,percent_identity/num_strain,0.008310249307479225
O83550,random,cluster,percent_identity/num_strain,0.00554016620498615
O83281,random,cluster,percent_identity/num_strain,0.008310249307479225
O83878,random,cluster,percent_identity/num_strain,0.008310249307479225
O83253,random,cluster,percent_identity/num_strain,0.0013850415512465374
O83152,random,cluster,percent_identity/num_strain,0.008310249307479225
O83463,random,cluster,percent_identity/num_strain,0.008301939058171745
O83278,random,cluster,percent_identity/num_strain,0.008254847645429364
O83456,random,cluster,percent_identity/num_strain,0.008310249307479225
O83464,random,cluster,percent_identity/num_strain,0.008310249307479225
O83100,random,cluster,percent_identity/num_strain,0.008310249307479225
O83237,random,cluster,percent_identity/num_strain,0.008310249307479225
O83236,random,cluster,percent_identity/num_strain,0.008301939058171745
O83129,random,cluster,percent_identity/num_strain,0.008310249307479225
O83824,random,cluster,percent_identity/num_strain,0.008293628808864265
O66107,random,cluster,percent_identity/num_strain,0.008310249307479225
O83452,random,cluster,percent_identity/num_strain,0.008310249307479225
O83110,random,cluster,percent_identity/num_strain,0.008310249307479225
O83786,random,cluster,percent_identity/num_strain,0.008310249307479225
O83223,random,cluster,percent_identity/num_strain,0.008310249307479225
O83890,random,cluster,percent_identity/num_strain,0.008299168975069252
O83819,random,cluster,percent_identity/num_strain,0.008310249307479225
O83982,random,cluster,percent_identity/num_strain,0.008310249307479225
P96118,random,cluster,percent_identity/num_strain,0.008310249307479225
O83225,random,cluster,percent_identity/num_strain,0.008310249307479225
O83649,random,cluster,percent_identity/num_strain,0.008310249307479225
O83747,random,cluster,percent_identity/num_strain,0.008293628808864265
O83229,random,cluster,percent_identity/num_strain,0.008310249307479225
B2S2J8,random,cluster,percent_identity/num_strain,0.006925207756232687
O83956,random,cluster,percent_identity/num_strain,0.008310249307479225
O83802,random,cluster,percent_identity/num_strain,0.008289473684210527
O83500,random,cluster,percent_identity/num_strain,0.006918282548476455
O83264,random,cluster,percent_identity/num_strain,0.008310249307479225
O83230,random,cluster,percent_identity/num_strain,0.008310249307479225
O83720,random,cluster,percent_identity/num_strain,0.008231301939058171
P74935,random,cluster,percent_identity/num_strain,0.008297783933518006
O83099,random,cluster,percent_identity/num_strain,0.008310249307479225
O83241,random,cluster,percent_identity/num_strain,0.008310249307479225
O83857,random,cluster,percent_identity/num_strain,0.008310249307479225
O83625,random,cluster,percent_identity/num_strain,0.008310249307479225
O83066,random,cluster,percent_identity/num_strain,0.008310249307479225
O83272,random,cluster,percent_identity/num_strain,0.008310249307479225
O83651,random,cluster,percent_identity/num_strain,0.0013850415512465374
O83668,random,cluster,percent_identity/num_strain,0.008310249307479225
O83209,random,cluster,percent_identity/num_strain,0.008299168975069252
O83204,random,cluster,percent_identity/num_strain,0.008310249307479225
O83254,random,cluster,percent_identity/num_strain,0.005533240997229917
P74931,random,cluster,percent_identity/num_strain,0.008310249307479225
O83103,random,cluster,percent_identity/num_strain,0.00554016620498615
O83103,random,cluster,percent_identity/num_strain,0.0027603878116343487
O83530,random,cluster,percent_identity/num_strain,0.008310249307479225
O83664,random,cluster,percent_identity/num_strain,0.008310249307479225
O83277,random,cluster,percent_identity/num_strain,0.0013850415512465374
O83724,random,cluster,percent_identity/num_strain,0.008310249307479225
O83109,random,cluster,percent_identity/num_strain,0.008310249307479225
O83705,random,cluster,percent_identity/num_strain,0.00554016620498615
O83705,random,cluster,percent_identity/num_strain,0.002770083102493075
