accession,label,feature,subfeature,value
O83458,positive,mhci,score,0.31013977161862527
O83458,positive,mhci,percentile,0.9600155210643015
O83458,positive,mhci,num_peptides,451
O83458,positive,mhci,num_strong_binders,128
O83458,positive,mhci,num_weak_binders,323
O83795,positive,mhci,score,0.3026168790322581
O83795,positive,mhci,percentile,1.0003467741935483
O83795,positive,mhci,num_peptides,124
O83795,positive,mhci,num_strong_binders,33
O83795,positive,mhci,num_weak_binders,91
O83138,positive,mhci,score,0.3339110072463768
O83138,positive,mhci,percentile,0.8955326086956522
O83138,positive,mhci,num_peptides,276
O83138,positive,mhci,num_strong_binders,93
O83138,positive,mhci,num_weak_binders,183
O83669,positive,mhci,score,0.32676598828125
O83669,positive,mhci,percentile,0.93598046875
O83669,positive,mhci,num_peptides,256
O83669,positive,mhci,num_strong_binders,79
O83669,positive,mhci,num_weak_binders,177
A0A8F8KRN6,positive,mhci,score,0.2153435
A0A8F8KRN6,positive,mhci,percentile,1.403
A0A8F8KRN6,positive,mhci,num_peptides,2
A0A8F8KRN6,positive,mhci,num_strong_binders,0
A0A8F8KRN6,positive,mhci,num_weak_binders,2
O83831,positive,mhci,score,0.31361759574468084
O83831,positive,mhci,percentile,0.9653977086743044
O83831,positive,mhci,num_peptides,611
O83831,positive,mhci,num_strong_binders,169
O83831,positive,mhci,num_weak_binders,442
F7IVK2,positive,mhci,score,0.2993578172043011
F7IVK2,positive,mhci,percentile,0.9848440860215054
F7IVK2,positive,mhci,num_peptides,186
F7IVK2,positive,mhci,num_strong_binders,46
F7IVK2,positive,mhci,num_weak_binders,140
O83349,positive,mhci,score,0.32959884403669726
O83349,positive,mhci,percentile,0.9112385321100918
O83349,positive,mhci,num_peptides,654
O83349,positive,mhci,num_strong_binders,206
O83349,positive,mhci,num_weak_binders,448
O83164,positive,mhci,score,0.34123198630136986
O83164,positive,mhci,percentile,0.881527397260274
O83164,positive,mhci,num_peptides,146
O83164,positive,mhci,num_strong_binders,51
O83164,positive,mhci,num_weak_binders,95
P96116,positive,mhci,score,0.3200542258064516
P96116,positive,mhci,percentile,0.9548617511520737
P96116,positive,mhci,num_peptides,434
P96116,positive,mhci,num_strong_binders,132
P96116,positive,mhci,num_weak_binders,302
O83768,positive,mhci,score,0.3255908741258741
O83768,positive,mhci,percentile,0.9503321678321678
O83768,positive,mhci,num_peptides,286
O83768,positive,mhci,num_strong_binders,90
O83768,positive,mhci,num_weak_binders,196
O83613,positive,mhci,score,0.3397167916666667
O83613,positive,mhci,percentile,0.9111851851851852
O83613,positive,mhci,num_peptides,216
O83613,positive,mhci,num_strong_binders,78
O83613,positive,mhci,num_weak_binders,138
O83251,positive,mhci,score,0.30853777717391306
O83251,positive,mhci,percentile,0.9548695652173913
O83251,positive,mhci,num_peptides,184
O83251,positive,mhci,num_strong_binders,45
O83251,positive,mhci,num_weak_binders,139
O83080,positive,mhci,score,0.31639946682464454
O83080,positive,mhci,percentile,0.9390876777251185
O83080,positive,mhci,num_peptides,422
O83080,positive,mhci,num_strong_binders,121
O83080,positive,mhci,num_weak_binders,301
P56822,positive,mhci,score,0.3303522371794872
P56822,positive,mhci,percentile,0.9558525641025641
P56822,positive,mhci,num_peptides,156
P56822,positive,mhci,num_strong_binders,47
P56822,positive,mhci,num_weak_binders,109
O83413,positive,mhci,score,0.4034292572815534
O83413,positive,mhci,percentile,0.785864077669903
O83413,positive,mhci,num_peptides,206
O83413,positive,mhci,num_strong_binders,91
O83413,positive,mhci,num_weak_binders,115
O07884,positive,mhci,score,0.32893871559633026
O07884,positive,mhci,percentile,0.9206422018348623
O07884,positive,mhci,num_peptides,436
O07884,positive,mhci,num_strong_binders,132
O07884,positive,mhci,num_weak_binders,304
O83055,positive,mhci,score,0.3466257530201342
O83055,positive,mhci,percentile,0.8727194630872483
O83055,positive,mhci,num_peptides,745
O83055,positive,mhci,num_strong_binders,235
O83055,positive,mhci,num_weak_binders,510
O83520,positive,mhci,score,0.3214389739130435
O83520,positive,mhci,percentile,0.9530739130434782
O83520,positive,mhci,num_peptides,230
O83520,positive,mhci,num_strong_binders,64
O83520,positive,mhci,num_weak_binders,166
O83213,positive,mhci,score,0.3644024393939394
O83213,positive,mhci,percentile,0.8622969696969697
O83213,positive,mhci,num_peptides,330
O83213,positive,mhci,num_strong_binders,120
O83213,positive,mhci,num_weak_binders,210
O83410,positive,mhci,score,0.3124502738853503
O83410,positive,mhci,percentile,0.9768694267515924
O83410,positive,mhci,num_peptides,314
O83410,positive,mhci,num_strong_binders,90
O83410,positive,mhci,num_weak_binders,224
O83487,positive,mhci,score,0.3215203204225352
O83487,positive,mhci,percentile,0.8870176056338028
O83487,positive,mhci,num_peptides,284
O83487,positive,mhci,num_strong_binders,79
O83487,positive,mhci,num_weak_binders,205
O83249,positive,mhci,score,0.32007251127819547
O83249,positive,mhci,percentile,0.9543834586466166
O83249,positive,mhci,num_peptides,133
O83249,positive,mhci,num_strong_binders,38
O83249,positive,mhci,num_weak_binders,95
F7IWA5,positive,mhci,score,0.3371784659090909
F7IWA5,positive,mhci,percentile,0.9635681818181818
F7IWA5,positive,mhci,num_peptides,88
F7IWA5,positive,mhci,num_strong_binders,28
F7IWA5,positive,mhci,num_weak_binders,60
O83967,positive,mhci,score,0.3533473020527859
O83967,positive,mhci,percentile,0.8658387096774194
O83967,positive,mhci,num_peptides,341
O83967,positive,mhci,num_strong_binders,120
O83967,positive,mhci,num_weak_binders,221
O83935,positive,mhci,score,0.3321418833652008
O83935,positive,mhci,percentile,0.9240305927342256
O83935,positive,mhci,num_peptides,523
O83935,positive,mhci,num_strong_binders,168
O83935,positive,mhci,num_weak_binders,355
O83661,positive,mhci,score,0.339225251450677
O83661,positive,mhci,percentile,0.8947079303675048
O83661,positive,mhci,num_peptides,517
O83661,positive,mhci,num_strong_binders,169
O83661,positive,mhci,num_weak_binders,348
F7IW56,positive,mhci,score,0.325196375464684
F7IW56,positive,mhci,percentile,0.9481040892193309
F7IW56,positive,mhci,num_peptides,269
F7IW56,positive,mhci,num_strong_binders,82
F7IW56,positive,mhci,num_weak_binders,187
P29722,positive,mhci,score,0.34087898496240604
P29722,positive,mhci,percentile,0.9131804511278195
P29722,positive,mhci,num_peptides,133
P29722,positive,mhci,num_strong_binders,43
P29722,positive,mhci,num_weak_binders,90
O83958,positive,mhci,score,0.3560435
O83958,positive,mhci,percentile,0.8920337837837837
O83958,positive,mhci,num_peptides,296
O83958,positive,mhci,num_strong_binders,101
O83958,positive,mhci,num_weak_binders,195
P29725,positive,mhci,score,0.34667699376299377
P29725,positive,mhci,percentile,0.8807837837837837
P29725,positive,mhci,num_peptides,481
P29725,positive,mhci,num_strong_binders,150
P29725,positive,mhci,num_weak_binders,331
O83731,positive,mhci,score,0.3400287093023256
O83731,positive,mhci,percentile,0.8841899224806201
O83731,positive,mhci,num_peptides,258
O83731,positive,mhci,num_strong_binders,87
O83731,positive,mhci,num_weak_binders,171
O83619,positive,mhci,score,0.33866498101265824
O83619,positive,mhci,percentile,0.8984379746835444
O83619,positive,mhci,num_peptides,790
O83619,positive,mhci,num_strong_binders,260
O83619,positive,mhci,num_weak_binders,530
O30405,positive,mhci,score,0.35374039308855293
O30405,positive,mhci,percentile,0.873317494600432
O30405,positive,mhci,num_peptides,463
O30405,positive,mhci,num_strong_binders,155
O30405,positive,mhci,num_weak_binders,308
O88138,positive,mhci,score,0.3213532074391989
O88138,positive,mhci,percentile,0.9469027181688126
O88138,positive,mhci,num_peptides,699
O88138,positive,mhci,num_strong_binders,197
O88138,positive,mhci,num_weak_binders,502
O83633,positive,mhci,score,0.38114725
O83633,positive,mhci,percentile,0.8300223880597015
O83633,positive,mhci,num_peptides,268
O83633,positive,mhci,num_strong_binders,111
O83633,positive,mhci,num_weak_binders,157
O83964,positive,mhci,score,0.3206229833159541
O83964,positive,mhci,percentile,0.9312805005213765
O83964,positive,mhci,num_peptides,959
O83964,positive,mhci,num_strong_binders,275
O83964,positive,mhci,num_weak_binders,684
O83246,positive,mhci,score,0.3258654850863422
O83246,positive,mhci,percentile,0.9392857142857143
O83246,positive,mhci,num_peptides,637
O83246,positive,mhci,num_strong_binders,181
O83246,positive,mhci,num_weak_binders,456
P16055,positive,mhci,score,0.32873546153846156
P16055,positive,mhci,percentile,0.9582937062937062
P16055,positive,mhci,num_peptides,143
P16055,positive,mhci,num_strong_binders,44
P16055,positive,mhci,num_weak_binders,99
R4IYZ3,positive,mhci,score,0.3134272583798883
R4IYZ3,positive,mhci,percentile,0.9599944134078212
R4IYZ3,positive,mhci,num_peptides,716
R4IYZ3,positive,mhci,num_strong_binders,195
R4IYZ3,positive,mhci,num_weak_binders,521
P07643,positive,mhci,score,0.30352856
P07643,positive,mhci,percentile,0.9876066666666666
P07643,positive,mhci,num_peptides,300
P07643,positive,mhci,num_strong_binders,83
P07643,positive,mhci,num_weak_binders,217
B0LGY7,positive,mhci,score,0.33844195073891625
B0LGY7,positive,mhci,percentile,0.8907044334975369
B0LGY7,positive,mhci,num_peptides,406
B0LGY7,positive,mhci,num_strong_binders,130
B0LGY7,positive,mhci,num_weak_binders,276
O83448,positive,mhci,score,0.3726750607142857
O83448,positive,mhci,percentile,0.8345428571428571
O83448,positive,mhci,num_peptides,280
O83448,positive,mhci,num_strong_binders,104
O83448,positive,mhci,num_weak_binders,176
O83666,positive,mhci,score,0.3161417174479167
O83666,positive,mhci,percentile,0.9486302083333333
O83666,positive,mhci,num_peptides,768
O83666,positive,mhci,num_strong_binders,213
O83666,positive,mhci,num_weak_binders,555
O83865,positive,mhci,score,0.35446072429906544
O83865,positive,mhci,percentile,0.9033831775700935
O83865,positive,mhci,num_peptides,214
O83865,positive,mhci,num_strong_binders,69
O83865,positive,mhci,num_weak_binders,145
O83930,positive,mhci,score,0.29644448706896553
O83930,positive,mhci,percentile,0.9716508620689656
O83930,positive,mhci,num_peptides,232
O83930,positive,mhci,num_strong_binders,60
O83930,positive,mhci,num_weak_binders,172
O83581,positive,mhci,score,0.3155469539473684
O83581,positive,mhci,percentile,0.9175493421052632
O83581,positive,mhci,num_peptides,304
O83581,positive,mhci,num_strong_binders,89
O83581,positive,mhci,num_weak_binders,215
O83275,positive,mhci,score,0.3357614013761468
O83275,positive,mhci,percentile,0.909394495412844
O83275,positive,mhci,num_peptides,436
O83275,positive,mhci,num_strong_binders,130
O83275,positive,mhci,num_weak_binders,306
O83522,positive,mhci,score,0.33934359851301116
O83522,positive,mhci,percentile,0.8917323420074349
O83522,positive,mhci,num_peptides,269
O83522,positive,mhci,num_strong_binders,95
O83522,positive,mhci,num_weak_binders,174
O83325,positive,mhci,score,0.30806551169590646
O83325,positive,mhci,percentile,0.9757207602339182
O83325,positive,mhci,num_peptides,684
O83325,positive,mhci,num_strong_binders,181
O83325,positive,mhci,num_weak_binders,503
O67998,positive,mhci,score,0.34513404569892475
O67998,positive,mhci,percentile,0.9081129032258064
O67998,positive,mhci,num_peptides,372
O67998,positive,mhci,num_strong_binders,115
O67998,positive,mhci,num_weak_binders,257
O83482,positive,mhci,score,0.3262331309148265
O83482,positive,mhci,percentile,0.922493690851735
O83482,positive,mhci,num_peptides,634
O83482,positive,mhci,num_strong_binders,188
O83482,positive,mhci,num_weak_binders,446
O83086,positive,mhci,score,0.3225551955719557
O83086,positive,mhci,percentile,0.945959409594096
O83086,positive,mhci,num_peptides,271
O83086,positive,mhci,num_strong_binders,82
O83086,positive,mhci,num_weak_binders,189
O54312,positive,mhci,score,0.32760869920318725
O54312,positive,mhci,percentile,0.9411474103585658
O54312,positive,mhci,num_peptides,502
O54312,positive,mhci,num_strong_binders,151
O54312,positive,mhci,num_weak_binders,351
O83478,positive,mhci,score,0.33333655844155846
O83478,positive,mhci,percentile,0.8883584415584416
O83478,positive,mhci,num_peptides,385
O83478,positive,mhci,num_strong_binders,131
O83478,positive,mhci,num_weak_binders,254
P23033,positive,mhci,score,0.3269770871886121
P23033,positive,mhci,percentile,0.9304003558718861
P23033,positive,mhci,num_peptides,562
P23033,positive,mhci,num_strong_binders,163
P23033,positive,mhci,num_weak_binders,399
P19478,positive,mhci,score,0.31997431360946743
P19478,positive,mhci,percentile,0.9699112426035503
P19478,positive,mhci,num_peptides,169
P19478,positive,mhci,num_strong_binders,45
P19478,positive,mhci,num_weak_binders,124
O83337,positive,mhci,score,0.32381970353302614
O83337,positive,mhci,percentile,0.9328955453149002
O83337,positive,mhci,num_peptides,651
O83337,positive,mhci,num_strong_binders,192
O83337,positive,mhci,num_weak_binders,459
O83828,positive,mhci,score,0.3547154007220217
O83828,positive,mhci,percentile,0.8549350180505415
O83828,positive,mhci,num_peptides,277
O83828,positive,mhci,num_strong_binders,97
O83828,positive,mhci,num_weak_binders,180
O83548,positive,mhci,score,0.3228033665480427
O83548,positive,mhci,percentile,0.9059572953736654
O83548,positive,mhci,num_peptides,281
O83548,positive,mhci,num_strong_binders,94
O83548,positive,mhci,num_weak_binders,187
O83830,positive,mhci,score,0.32600945325779035
O83830,positive,mhci,percentile,0.9195637393767705
O83830,positive,mhci,num_peptides,353
O83830,positive,mhci,num_strong_binders,98
