,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
0,antigen_63|O26009|Thymidylate|CP079537.1|tpos:465675-465865,Cytoplasmic,0.0000,0.0012,0.9795,0.0003,0.0186,0.0005
1,antigen_64|Q9ZJZ7|Aspartokinase|CP079537.1|tpos:382927-383331,Cytoplasmic,0.0007,0.0014,0.9780,0.0032,0.0166,0.0001
2,antigen_59|B5Z8N3|Formamidase|CP079537.1|tpos:385594-385927,Cytoplasmic,0.0000,0.0010,0.9835,0.0067,0.0066,0.0021
3,antigen_44|B6JKX5|Translation|CP079537.1|tpos:153449-153588,Cytoplasmic,0.0000,0.0000,0.9842,0.0090,0.0068,0.0000
4,antigen_42|B5ZAB8|Elongation|CP079537.1|tpos:153443-153913,Cytoplasmic,0.0000,0.0000,0.9868,0.0001,0.0129,0.0001
5,antigen_168|Q9ZMH1|Chaperone|CP079537.1|tpos:80983-81838,Cytoplasmic,0.0024,0.0022,0.9312,0.0054,0.0577,0.0011
6,antigen_161|B2UT98|Ribosomal|CP079537.1|tpos:87704-88090,Cytoplasmic,0.0000,0.0003,0.8918,0.0004,0.1068,0.0006
7,antigen_145|B6JNX2|Thymidylate|CP079537.1|tpos:465675-465865,Cytoplasmic,0.0000,0.0012,0.9795,0.0003,0.0186,0.0005
8,antigen_77|Q9ZMV7|DNA|CP079537.1|tpos:36832-37567,Cytoplasmic,0.0001,0.0002,0.6206,0.0001,0.3783,0.0008
9,antigen_194|Q1CRZ1|NADH-quinone|CP079537.1|tpos:395438-395537,Cytoplasmic Membrane,0.0000,0.0000,0.0002,0.9940,0.0057,0.0000
10,antigen_60|B6JN65|Fluoride-specific|CP079537.1|tpos:382135-382264,Cytoplasmic Membrane,0.0000,0.0001,0.0004,0.9816,0.0178,0.0000
11,antigen_62|Q9ZM94|1-deoxy-D-xylulose-5-phosphate|CP079537.1|tpos:106905-107522,Cytoplasmic,0.0012,0.0535,0.3316,0.3019,0.3088,0.0031
12,antigen_152|Q1CTD7|Ribosomal|CP079537.1|tpos:87704-88090,Cytoplasmic,0.0000,0.0003,0.8918,0.0004,0.1068,0.0006
13,antigen_57|O25851|NADH-quinone|CP079537.1|tpos:392714-392872,Cytoplasmic Membrane,0.0000,0.0002,0.4211,0.5581,0.0073,0.0132
14,antigen_142|Q9ZJX2|Protein-export|CP079537.1|tpos:391629-391831,Cytoplasmic Membrane,0.0016,0.0641,0.0005,0.6945,0.2387,0.0007
15,antigen_16|P56411|Diacylglycerol|CP079537.1|tpos:220080-220207,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9962,0.0037,0.0000
16,antigen_18|Q9ZKS6|Recombination|CP079537.1|tpos:293724-293916,Cytoplasmic,0.0000,0.0001,0.9664,0.0012,0.0322,0.0001
17,antigen_118|Q9ZMF0|Putative|CP079537.1|tpos:87703-88120,Cytoplasmic,0.0000,0.0002,0.8847,0.0003,0.1143,0.0005
18,antigen_125|Q9ZMK8|Peptide|CP079537.1|tpos:69026-69384,Outer Membrane,0.0025,0.0385,0.0338,0.0020,0.7959,0.1273
19,antigen_14|P56144|tRNA|CP079537.1|tpos:335786-336027,Cytoplasmic,0.0001,0.0136,0.8839,0.0037,0.0987,0.0001
20,antigen_79|B5Z7I8|UPF0102|CP079537.1|tpos:258295-258408,Cytoplasmic,0.0000,0.0001,0.9981,0.0001,0.0017,0.0000
21,antigen_99|P56046|Large|CP079537.1|tpos:94206-94309,Outer Membrane,0.0000,0.0000,0.3270,0.0000,0.6730,0.0000
22,antigen_133|B6JL99|GTPase|CP079537.1|tpos:444781-444943,Cytoplasmic,0.0000,0.0000,0.9971,0.0000,0.0029,0.0000
23,antigen_128|O25703|Ribosomal|CP079537.1|tpos:456351-456470,Cytoplasmic,0.0002,0.0073,0.6311,0.0080,0.3514,0.0021
24,antigen_192|Q1CS25|Formamidase|CP079537.1|tpos:385594-385927,Cytoplasmic,0.0000,0.0010,0.9835,0.0067,0.0066,0.0021
25,antigen_163|Q9ZL09|GTPase|CP079537.1|tpos:261330-261791,Cytoplasmic,0.0000,0.0000,0.9889,0.0006,0.0105,0.0000
26,antigen_71|Q1CT35|GTPase|CP079537.1|tpos:261330-261791,Cytoplasmic,0.0000,0.0000,0.9889,0.0006,0.0105,0.0000
27,antigen_178|O25157|Uncharacterized|CP079537.1|tpos:324630-325245,Cytoplasmic,0.0003,0.0918,0.5389,0.0501,0.3176,0.0012
28,antigen_164|Q48252|Type|CP079537.1|tpos:4372-5117,Cytoplasmic,0.0001,0.0885,0.5328,0.0683,0.3098,0.0004
29,antigen_7|P56149|Aspartate|CP079537.1|tpos:202542-203009,Cytoplasmic,0.0001,0.0034,0.7154,0.0007,0.2798,0.0006
30,antigen_81|Q9ZLN3|8-amino-7-oxononanoate|CP079537.1|tpos:163923-164080,Cytoplasmic,0.0003,0.1840,0.7027,0.0588,0.0535,0.0007
31,antigen_85|O25608|Oxygen-insensitive|CP079537.1|tpos:200409-200614,Cytoplasmic,0.0001,0.0009,0.9405,0.0154,0.0313,0.0118
32,antigen_108|Q1CUK9|Aliphatic|CP079537.1|tpos:385609-385889,Cytoplasmic,0.0000,0.0026,0.9877,0.0033,0.0046,0.0018
33,antigen_1|O25827|Aspartokinase|CP079537.1|tpos:382927-383331,Cytoplasmic,0.0007,0.0014,0.9780,0.0032,0.0166,0.0001
34,antigen_162|O25291|Putative|CP079537.1|tpos:172479-172826,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9958,0.0041,0.0000
35,antigen_144|Q1CU35|UDP-N-acetylmuramoylalanine--D-glutamate|CP079537.1|tpos:158777-159198,Cytoplasmic,0.0000,0.0002,0.9913,0.0001,0.0085,0.0000
36,antigen_54|B2UU76|GTP|CP079537.1|tpos:294569-294748,Cytoplasmic,0.0000,0.0016,0.6483,0.0092,0.3406,0.0002
37,antigen_119|B6JM54|UPF0102|CP079537.1|tpos:258295-258408,Cytoplasmic,0.0000,0.0001,0.9981,0.0001,0.0017,0.0000
