,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
0,antigen_0|F8WJX2|Dihydrolipoyllysine-residue|WP_004684455.1|tpos:1-408,Cytoplasmic,0.0000,0.0001,0.9790,0.0025,0.0092,0.0092
1,antigen_74|Q8YHE5|Acetyltransferase|WP_004686424.1|tpos:1-447,Cytoplasmic,0.0001,0.0005,0.8410,0.0076,0.1411,0.0097
2,antigen_75|Q8YHE6|Pyruvate|WP_002967701.1|tpos:1-461,Cytoplasmic,0.0002,0.0028,0.9343,0.0039,0.0344,0.0244
3,antigen_27|Q8YCN1|enoyl-CoA|WP_004686006.1|tpos:1-738,Cytoplasmic,0.0005,0.0018,0.8419,0.0168,0.0545,0.0845
4,antigen_28|Q8YD21||WP_002968570.1|tpos:1-601,Cytoplasmic,0.0000,0.0003,0.9508,0.0082,0.0247,0.0159
5,antigen_124|Q8YEC4|Lipoprotein|WP_004686694.1|tpos:1-259,Periplasmic,0.0000,0.0005,0.0000,0.0002,0.0126,0.9867
6,antigen_125|Q8YEE4||WP_004684597.1|tpos:1-622,Periplasmic,0.0000,0.0004,0.0000,0.0025,0.0013,0.9957
7,antigen_43|Q8YE05||WP_004685871.1|tpos:1-389,Cytoplasmic,0.0000,0.0004,0.9958,0.0027,0.0004,0.0007
8,antigen_52|Q8YFD9|histidine|WP_005969939.1|tpos:17-455,Cytoplasmic Membrane,0.0000,0.0003,0.0006,0.9560,0.0412,0.0018
9,antigen_49|Q8YEH8||WP_014489953.1|tpos:1-659,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0001,0.0000
10,antigen_83|Q8YHV6|Cobyric|WP_004683961.1|tpos:1-483,Cytoplasmic,0.0000,0.0001,0.9966,0.0001,0.0028,0.0003
11,antigen_77|Q8YHI8||WP_002964304.1|tpos:1-264,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9957,0.0039,0.0003
12,antigen_80|Q8YHL1||WP_004686962.1|tpos:1-220,Outer Membrane,0.0001,0.0003,0.0004,0.0822,0.9169,0.0002
13,antigen_23|Q8YC78|diguanylate|WP_006135400.1|tpos:26-237,Cytoplasmic Membrane,0.0002,0.0010,0.0158,0.9441,0.0383,0.0005
14,antigen_90|Q8YIS5|DUF883|WP_002964756.1|tpos:1-117,Cytoplasmic Membrane,0.0016,0.0009,0.0223,0.8993,0.0745,0.0015
15,antigen_91|Q8YIW5||WP_014490185.1|tpos:1-343,Cytoplasmic Membrane,0.0000,0.0001,0.0006,0.9872,0.0103,0.0018
16,antigen_92|Q8YJ54||WP_006135186.1|tpos:1-439,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9993,0.0006,0.0000
17,antigen_69|Q8YH36|Glutamate--tRNA|WP_004685637.1|tpos:1-457,Cytoplasmic,0.0000,0.0000,0.9997,0.0000,0.0002,0.0000
18,antigen_59|Q8YG32|Probable|WP_004683321.1|tpos:1-513,Periplasmic,0.0711,0.1060,0.0747,0.2179,0.1792,0.3512
19,antigen_71|Q8YH57|histidine|WP_002971443.1|tpos:91-857,Cytoplasmic,0.0001,0.0007,0.8631,0.0862,0.0483,0.0015
20,antigen_41|Q8YDZ3|Type|WP_002966514.1|tpos:1-238,Extracellular,0.0008,0.8865,0.0007,0.0019,0.0879,0.0222
21,antigen_1|F8WJX4||WP_006135455.1|tpos:1-453,Cytoplasmic,0.0000,0.0029,0.9886,0.0046,0.0026,0.0012
22,antigen_60|Q8YG65|GTP|WP_004685525.1|tpos:1-750,Cytoplasmic,0.0000,0.0002,0.7664,0.2008,0.0290,0.0035
23,antigen_93|Q8YJ58||WP_002964899.1|tpos:1-207,Cytoplasmic Membrane,0.0000,0.0002,0.0001,0.4805,0.4748,0.0444
24,antigen_94|Q8YJJ7|Argininosuccinate|WP_002965047.1|tpos:1-466,Cytoplasmic,0.0001,0.0094,0.9670,0.0006,0.0201,0.0026
25,antigen_20|Q8YC14||WP_006135422.1|tpos:105-407,Cytoplasmic,0.0000,0.0004,0.9936,0.0032,0.0026,0.0002
26,antigen_76|Q8YHH0|Outer|WP_004683866.1|tpos:1-781,Outer Membrane,0.0000,0.0000,0.0001,0.0003,0.9995,0.0001
27,antigen_114|Q8YD39|Lipoprotein|WP_002965688.1|tpos:1-278,Periplasmic,0.0001,0.0084,0.0004,0.0028,0.0258,0.9625
28,antigen_86|Q8YIC4||WP_004686350.1|tpos:1-621,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9985,0.0014,0.0000
29,antigen_119|Q8YDU2||WP_004686075.1|tpos:22-172,Periplasmic,0.0009,0.0329,0.0859,0.0132,0.0692,0.7979
30,antigen_122|Q8YEI3||WP_014489955.1|tpos:17-639,Outer Membrane,0.0000,0.0000,0.0000,0.0007,0.9993,0.0000
31,antigen_106|Q8YGX6||WP_002966799.1|tpos:1-456,Outer Membrane,0.0000,0.0000,0.0000,0.0001,0.9996,0.0003
32,antigen_107|Q8YG27||WP_002971524.1|tpos:20-150,Outer Membrane,0.0000,0.0007,0.0009,0.0690,0.9163,0.0130
33,antigen_109|Q8YJD9|Tyrosine|WP_002964984.1|tpos:1-315,Cytoplasmic,0.0000,0.0048,0.9919,0.0007,0.0022,0.0004
34,antigen_25|Q8YCJ6||WP_002965885.1|tpos:1-69,Cytoplasmic Membrane,0.0000,0.0001,0.0004,0.9965,0.0028,0.0001
35,antigen_26|Q8YCK9||WP_002968508.1|tpos:45-266,Cytoplasmic,0.0001,0.1683,0.8003,0.0044,0.0110,0.0159
36,antigen_7|P49944|Bacterioferritin|WP_004681883.1|tpos:1-161,Cytoplasmic,0.0011,0.0482,0.8807,0.0068,0.0523,0.0109
37,antigen_10|P66887|Sec-independent|WP_002964012.1|tpos:1-72,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9994,0.0001,0.0000
38,antigen_11|Q8YAX1||WP_004681283.1|tpos:3-253,Cytoplasmic Membrane,0.0001,0.0001,0.4782,0.5028,0.0181,0.0007
39,antigen_32|Q8YDF1||WP_004686119.1|tpos:2-435,Cytoplasmic,0.0000,0.0008,0.9856,0.0033,0.0032,0.0071
40,antigen_33|Q8YDH0|Putative|WP_004684756.1|tpos:1-332,Cytoplasmic Membrane,0.0000,0.0016,0.1430,0.8426,0.0048,0.0080
41,antigen_87|Q8YIE1||WP_002964616.1|tpos:1-129,Cytoplasmic,0.0000,0.0010,0.9954,0.0027,0.0009,0.0001
