accession,label,feature,subfeature,value
B5QVS9,random,allergenicity,merci_score,0.0
B5QVS9,random,allergenicity,blast_score,-0.5
B5QVS9,random,allergenicity,hybrid_score,-0.473
B5QZ45,random,allergenicity,merci_score,0.0
B5QZ45,random,allergenicity,blast_score,0.0
B5QZ45,random,allergenicity,hybrid_score,0.206
Q54001,random,allergenicity,merci_score,0.0
Q54001,random,allergenicity,blast_score,-0.5
Q54001,random,allergenicity,hybrid_score,-0.33
B5R1T9,random,allergenicity,merci_score,0.0
B5R1T9,random,allergenicity,blast_score,0.0
B5R1T9,random,allergenicity,hybrid_score,0.118
P0A1Z9,random,allergenicity,merci_score,0.0
P0A1Z9,random,allergenicity,blast_score,0.0
P0A1Z9,random,allergenicity,hybrid_score,0.274
B5QV34,random,allergenicity,merci_score,0.0
B5QV34,random,allergenicity,blast_score,-0.5
B5QV34,random,allergenicity,hybrid_score,-0.478
B5QZT7,random,allergenicity,merci_score,0.0
B5QZT7,random,allergenicity,blast_score,-0.5
B5QZT7,random,allergenicity,hybrid_score,-0.335
B5R004,random,allergenicity,merci_score,0.0
B5R004,random,allergenicity,blast_score,0.0
B5R004,random,allergenicity,hybrid_score,0.216
B5R163,random,allergenicity,merci_score,0.0
B5R163,random,allergenicity,blast_score,-0.5
B5R163,random,allergenicity,hybrid_score,-0.456
B5R317,random,allergenicity,merci_score,0.0
B5R317,random,allergenicity,blast_score,-0.5
B5R317,random,allergenicity,hybrid_score,-0.463
B5R0H4,random,allergenicity,merci_score,0.0
B5R0H4,random,allergenicity,blast_score,-0.5
B5R0H4,random,allergenicity,hybrid_score,-0.373
B5QTI0,random,allergenicity,merci_score,0.0
B5QTI0,random,allergenicity,blast_score,0.0
B5QTI0,random,allergenicity,hybrid_score,0.207
B5QV72,random,allergenicity,merci_score,0.0
B5QV72,random,allergenicity,blast_score,0.0
B5QV72,random,allergenicity,hybrid_score,0.03
B5R0R4,random,allergenicity,merci_score,0.0
B5R0R4,random,allergenicity,blast_score,0.0
B5R0R4,random,allergenicity,hybrid_score,0.023
B5R2L6,random,allergenicity,merci_score,0.0
B5R2L6,random,allergenicity,blast_score,-0.5
B5R2L6,random,allergenicity,hybrid_score,-0.488
B5R1D8,random,allergenicity,merci_score,0.0
B5R1D8,random,allergenicity,blast_score,-0.5
B5R1D8,random,allergenicity,hybrid_score,-0.453
B5R3V4,random,allergenicity,merci_score,0.5
B5R3V4,random,allergenicity,blast_score,-0.5
B5R3V4,random,allergenicity,hybrid_score,0.009
B5R571,random,allergenicity,merci_score,0.0
B5R571,random,allergenicity,blast_score,-0.5
B5R571,random,allergenicity,hybrid_score,-0.452
B5R4J4,random,allergenicity,merci_score,0.0
B5R4J4,random,allergenicity,blast_score,0.0
B5R4J4,random,allergenicity,hybrid_score,0.172
B5QYB0,random,allergenicity,merci_score,0.5
B5QYB0,random,allergenicity,blast_score,0.0
B5QYB0,random,allergenicity,hybrid_score,0.539
B5R4G5,random,allergenicity,merci_score,0.0
B5R4G5,random,allergenicity,blast_score,-0.5
B5R4G5,random,allergenicity,hybrid_score,-0.49
B5R5G4,random,allergenicity,merci_score,0.0
B5R5G4,random,allergenicity,blast_score,-0.5
B5R5G4,random,allergenicity,hybrid_score,-0.426
B5R347,random,allergenicity,merci_score,0.0
B5R347,random,allergenicity,blast_score,-0.5
B5R347,random,allergenicity,hybrid_score,-0.467
B5QWI3,random,allergenicity,merci_score,0.0
B5QWI3,random,allergenicity,blast_score,-0.5
B5QWI3,random,allergenicity,hybrid_score,-0.418
B5R3X9,random,allergenicity,merci_score,0.0
B5R3X9,random,allergenicity,blast_score,0.0
B5R3X9,random,allergenicity,hybrid_score,0.102
Q9S4Y6,random,allergenicity,merci_score,0.0
Q9S4Y6,random,allergenicity,blast_score,0.0
Q9S4Y6,random,allergenicity,hybrid_score,0.105
P55220,random,allergenicity,merci_score,0.0
P55220,random,allergenicity,blast_score,0.0
P55220,random,allergenicity,hybrid_score,0.087
B5R4D6,random,allergenicity,merci_score,0.0
B5R4D6,random,allergenicity,blast_score,-0.5
B5R4D6,random,allergenicity,hybrid_score,-0.476
B5R4G0,random,allergenicity,merci_score,0.0
B5R4G0,random,allergenicity,blast_score,-0.5
B5R4G0,random,allergenicity,hybrid_score,-0.31
B5R0J6,random,allergenicity,merci_score,0.0
B5R0J6,random,allergenicity,blast_score,-0.5
B5R0J6,random,allergenicity,hybrid_score,-0.488
B5R3I3,random,allergenicity,merci_score,0.0
B5R3I3,random,allergenicity,blast_score,-0.5
B5R3I3,random,allergenicity,hybrid_score,-0.092
B5R3U1,random,allergenicity,merci_score,0.5
B5R3U1,random,allergenicity,blast_score,-0.5
B5R3U1,random,allergenicity,hybrid_score,0.011
B5R424,random,allergenicity,merci_score,0.0
B5R424,random,allergenicity,blast_score,0.0
B5R424,random,allergenicity,hybrid_score,0.036
B5R023,random,allergenicity,merci_score,0.0
B5R023,random,allergenicity,blast_score,-0.5
B5R023,random,allergenicity,hybrid_score,-0.465
B5QWT6,random,allergenicity,merci_score,0.0
B5QWT6,random,allergenicity,blast_score,-0.5
B5QWT6,random,allergenicity,hybrid_score,-0.324
B5QXE0,random,allergenicity,merci_score,0.5
B5QXE0,random,allergenicity,blast_score,-0.5
B5QXE0,random,allergenicity,hybrid_score,0.319
B5R0R8,random,allergenicity,merci_score,0.0
B5R0R8,random,allergenicity,blast_score,-0.5
B5R0R8,random,allergenicity,hybrid_score,-0.425
B5QXJ0,random,allergenicity,merci_score,0.5
B5QXJ0,random,allergenicity,blast_score,-0.5
B5QXJ0,random,allergenicity,hybrid_score,0.405
B5QVD8,random,allergenicity,merci_score,0.0
B5QVD8,random,allergenicity,blast_score,-0.5
B5QVD8,random,allergenicity,hybrid_score,-0.469
B5QX61,random,allergenicity,merci_score,0.0
B5QX61,random,allergenicity,blast_score,0.0
B5QX61,random,allergenicity,hybrid_score,0.036
B5R0F4,random,allergenicity,merci_score,0.0
B5R0F4,random,allergenicity,blast_score,0.0
B5R0F4,random,allergenicity,hybrid_score,0.198
B5QX24,random,allergenicity,merci_score,0.0
B5QX24,random,allergenicity,blast_score,-0.5
B5QX24,random,allergenicity,hybrid_score,-0.213
B5R0H7,random,allergenicity,merci_score,0.5
B5R0H7,random,allergenicity,blast_score,-0.5
B5R0H7,random,allergenicity,hybrid_score,0.221
B5QWM0,random,allergenicity,merci_score,0.0
B5QWM0,random,allergenicity,blast_score,-0.5
B5QWM0,random,allergenicity,hybrid_score,-0.428
B5R395,random,allergenicity,merci_score,0.0
B5R395,random,allergenicity,blast_score,-0.5
B5R395,random,allergenicity,hybrid_score,-0.475
B5QWR0,random,allergenicity,merci_score,0.0
B5QWR0,random,allergenicity,blast_score,0.0
B5QWR0,random,allergenicity,hybrid_score,0.22
B5R3J9,random,allergenicity,merci_score,0.0
B5R3J9,random,allergenicity,blast_score,-0.5
B5R3J9,random,allergenicity,hybrid_score,-0.485
B5QZR6,random,allergenicity,merci_score,0.0
B5QZR6,random,allergenicity,blast_score,-0.5
B5QZR6,random,allergenicity,hybrid_score,-0.397
B5R1V5,random,allergenicity,merci_score,0.0
B5R1V5,random,allergenicity,blast_score,-0.5
B5R1V5,random,allergenicity,hybrid_score,-0.435
B5QWY6,random,allergenicity,merci_score,0.0
B5QWY6,random,allergenicity,blast_score,0.0
B5QWY6,random,allergenicity,hybrid_score,0.022
B5QZ36,random,allergenicity,merci_score,0.0
B5QZ36,random,allergenicity,blast_score,-0.5
B5QZ36,random,allergenicity,hybrid_score,-0.449
B5R0N9,random,allergenicity,merci_score,0.5
B5R0N9,random,allergenicity,blast_score,0.0
B5R0N9,random,allergenicity,hybrid_score,0.721
B5QZ97,random,allergenicity,merci_score,0.0
B5QZ97,random,allergenicity,blast_score,0.0
B5QZ97,random,allergenicity,hybrid_score,0.009
B5R4S6,random,allergenicity,merci_score,0.0
B5R4S6,random,allergenicity,blast_score,0.0
B5R4S6,random,allergenicity,hybrid_score,0.022
B5QZ33,random,allergenicity,merci_score,0.0
B5QZ33,random,allergenicity,blast_score,0.0
B5QZ33,random,allergenicity,hybrid_score,0.212
B5QXI6,random,allergenicity,merci_score,0.0
B5QXI6,random,allergenicity,blast_score,0.0
B5QXI6,random,allergenicity,hybrid_score,0.126
B5QUF5,random,allergenicity,merci_score,0.0
B5QUF5,random,allergenicity,blast_score,0.0
B5QUF5,random,allergenicity,hybrid_score,0.105
B5QW75,random,allergenicity,merci_score,0.0
B5QW75,random,allergenicity,blast_score,-0.5
B5QW75,random,allergenicity,hybrid_score,-0.469
B5QWT7,random,allergenicity,merci_score,0.0
B5QWT7,random,allergenicity,blast_score,0.0
B5QWT7,random,allergenicity,hybrid_score,0.011
B5R1G1,random,allergenicity,merci_score,0.0
B5R1G1,random,allergenicity,blast_score,-0.5
B5R1G1,random,allergenicity,hybrid_score,-0.345
B5QTV6,random,allergenicity,merci_score,0.0
B5QTV6,random,allergenicity,blast_score,-0.5
B5QTV6,random,allergenicity,hybrid_score,-0.477
B5R284,random,allergenicity,merci_score,0.0
B5R284,random,allergenicity,blast_score,-0.5
B5R284,random,allergenicity,hybrid_score,-0.341
B5R274,random,allergenicity,merci_score,0.0
B5R274,random,allergenicity,blast_score,-0.5
B5R274,random,allergenicity,hybrid_score,-0.473
B5R449,random,allergenicity,merci_score,0.0
B5R449,random,allergenicity,blast_score,0.0
B5R449,random,allergenicity,hybrid_score,0.239
B5QZW4,random,allergenicity,merci_score,0.5
B5QZW4,random,allergenicity,blast_score,-0.5
B5QZW4,random,allergenicity,hybrid_score,0.041
B5R541,random,allergenicity,merci_score,0.0
B5R541,random,allergenicity,blast_score,-0.5
B5R541,random,allergenicity,hybrid_score,-0.324
B5QX56,random,allergenicity,merci_score,0.0
B5QX56,random,allergenicity,blast_score,-0.5
B5QX56,random,allergenicity,hybrid_score,-0.265
Q9S4Y8,random,allergenicity,merci_score,0.5
Q9S4Y8,random,allergenicity,blast_score,-0.5
Q9S4Y8,random,allergenicity,hybrid_score,0.05
B5R146,random,allergenicity,merci_score,0.0
B5R146,random,allergenicity,blast_score,-0.5
B5R146,random,allergenicity,hybrid_score,-0.482
B5QW86,random,allergenicity,merci_score,0.5
B5QW86,random,allergenicity,blast_score,-0.5
B5QW86,random,allergenicity,hybrid_score,0.095
B5QYD4,random,allergenicity,merci_score,0.0
B5QYD4,random,allergenicity,blast_score,-0.5
B5QYD4,random,allergenicity,hybrid_score,-0.091
B5QYG3,random,allergenicity,merci_score,0.0
B5QYG3,random,allergenicity,blast_score,-0.5
B5QYG3,random,allergenicity,hybrid_score,-0.398
B5R2A8,random,allergenicity,merci_score,0.0
B5R2A8,random,allergenicity,blast_score,-0.5
B5R2A8,random,allergenicity,hybrid_score,-0.485
B5R0R9,random,allergenicity,merci_score,0.0
B5R0R9,random,allergenicity,blast_score,-0.5
B5R0R9,random,allergenicity,hybrid_score,-0.33
B5R2C3,random,allergenicity,merci_score,0.0
B5R2C3,random,allergenicity,blast_score,0.0
B5R2C3,random,allergenicity,hybrid_score,0.011
B5QTJ6,random,allergenicity,merci_score,0.0
