accession,label,feature,subfeature,value
B5R2U7,random,bcell,num_peptides,2
B5R2U7,random,bcell,avg_peptide_length,6.0
B5R3G8,random,bcell,num_peptides,2
B5R3G8,random,bcell,avg_peptide_length,6.5
Q54001,random,bcell,num_peptides,5
Q54001,random,bcell,avg_peptide_length,17.0
B5R349,random,bcell,num_peptides,2
B5R349,random,bcell,avg_peptide_length,7.5
B5R0J6,random,bcell,num_peptides,1
B5R0J6,random,bcell,avg_peptide_length,5.0
B5R2N7,random,bcell,num_peptides,7
B5R2N7,random,bcell,avg_peptide_length,7.285714285714286
B5QY09,random,bcell,num_peptides,3
B5QY09,random,bcell,avg_peptide_length,16.333333333333332
B5QWZ4,random,bcell,num_peptides,1
B5QWZ4,random,bcell,avg_peptide_length,9.0
B5R0U6,random,bcell,num_peptides,3
B5R0U6,random,bcell,avg_peptide_length,12.666666666666666
B5QZL3,random,bcell,num_peptides,1
B5QZL3,random,bcell,avg_peptide_length,5.0
B5QWT7,random,bcell,num_peptides,2
B5QWT7,random,bcell,avg_peptide_length,7.0
B5R181,random,bcell,num_peptides,2
B5R181,random,bcell,avg_peptide_length,8.0
B5R447,random,bcell,num_peptides,1
B5R447,random,bcell,avg_peptide_length,8.0
B5R3J9,random,bcell,num_peptides,1
B5R3J9,random,bcell,avg_peptide_length,5.0
B5QW16,random,bcell,num_peptides,1
B5QW16,random,bcell,avg_peptide_length,5.0
B5QZV5,random,bcell,num_peptides,2
B5QZV5,random,bcell,avg_peptide_length,6.0
B5QWH4,random,bcell,num_peptides,5
B5QWH4,random,bcell,avg_peptide_length,11.2
B5R1Q9,random,bcell,num_peptides,1
B5R1Q9,random,bcell,avg_peptide_length,10.0
B5R0H4,random,bcell,num_peptides,4
B5R0H4,random,bcell,avg_peptide_length,9.5
B5R0R4,random,bcell,num_peptides,1
B5R0R4,random,bcell,avg_peptide_length,7.0
B5R3H2,random,bcell,num_peptides,5
B5R3H2,random,bcell,avg_peptide_length,10.0
B5R395,random,bcell,num_peptides,1
B5R395,random,bcell,avg_peptide_length,5.0
B5R384,random,bcell,num_peptides,1
B5R384,random,bcell,avg_peptide_length,5.0
B5R0N2,random,bcell,num_peptides,1
B5R0N2,random,bcell,avg_peptide_length,9.0
B5R316,random,bcell,num_peptides,9
B5R316,random,bcell,avg_peptide_length,13.88888888888889
B5R290,random,bcell,num_peptides,1
B5R290,random,bcell,avg_peptide_length,8.0
B5R146,random,bcell,num_peptides,1
B5R146,random,bcell,avg_peptide_length,6.0
B5R279,random,bcell,num_peptides,2
B5R279,random,bcell,avg_peptide_length,5.0
B5QTG6,random,bcell,num_peptides,1
B5QTG6,random,bcell,avg_peptide_length,7.0
B5R3I5,random,bcell,num_peptides,1
B5R3I5,random,bcell,avg_peptide_length,5.0
B5R0R8,random,bcell,num_peptides,3
B5R0R8,random,bcell,avg_peptide_length,10.0
B5R5G4,random,bcell,num_peptides,2
B5R5G4,random,bcell,avg_peptide_length,5.0
B5R582,random,bcell,num_peptides,1
B5R582,random,bcell,avg_peptide_length,12.0
B5R5I1,random,bcell,num_peptides,7
B5R5I1,random,bcell,avg_peptide_length,6.714285714285714
B5R3R7,random,bcell,num_peptides,2
B5R3R7,random,bcell,avg_peptide_length,6.0
B5R2L6,random,bcell,num_peptides,1
B5R2L6,random,bcell,avg_peptide_length,6.0
B5QUS6,random,bcell,num_peptides,1
B5QUS6,random,bcell,avg_peptide_length,9.0
B5QXI6,random,bcell,num_peptides,3
B5QXI6,random,bcell,avg_peptide_length,8.0
P0A1Z9,random,bcell,num_peptides,2
P0A1Z9,random,bcell,avg_peptide_length,6.0
B5QY15,random,bcell,num_peptides,4
B5QY15,random,bcell,avg_peptide_length,7.5
B5QUG0,random,bcell,num_peptides,1
B5QUG0,random,bcell,avg_peptide_length,7.0
B5R2C3,random,bcell,num_peptides,1
B5R2C3,random,bcell,avg_peptide_length,17.0
B5R4J4,random,bcell,num_peptides,4
B5R4J4,random,bcell,avg_peptide_length,6.0
B5QYB0,random,bcell,num_peptides,2
B5QYB0,random,bcell,avg_peptide_length,6.5
B5QZW4,random,bcell,num_peptides,1
B5QZW4,random,bcell,avg_peptide_length,6.0
B5QWF8,random,bcell,num_peptides,2
B5QWF8,random,bcell,avg_peptide_length,10.0
B5R0A0,random,bcell,num_peptides,4
B5R0A0,random,bcell,avg_peptide_length,8.0
B5R5G5,random,bcell,num_peptides,3
B5R5G5,random,bcell,avg_peptide_length,6.666666666666667
B5QVG7,random,bcell,num_peptides,4
B5QVG7,random,bcell,avg_peptide_length,8.75
B5R3P3,random,bcell,num_peptides,2
B5R3P3,random,bcell,avg_peptide_length,5.0
B5R298,random,bcell,num_peptides,1
B5R298,random,bcell,avg_peptide_length,6.0
B5QUF5,random,bcell,num_peptides,15
B5QUF5,random,bcell,avg_peptide_length,13.8
B5QWX9,random,bcell,num_peptides,1
B5QWX9,random,bcell,avg_peptide_length,10.0
B5QYD4,random,bcell,num_peptides,3
B5QYD4,random,bcell,avg_peptide_length,5.666666666666667
B5QV71,random,bcell,num_peptides,2
B5QV71,random,bcell,avg_peptide_length,6.0
B5QXT6,random,bcell,num_peptides,1
B5QXT6,random,bcell,avg_peptide_length,15.0
B5QW86,random,bcell,num_peptides,2
B5QW86,random,bcell,avg_peptide_length,6.0
P55220,random,bcell,num_peptides,13
P55220,random,bcell,avg_peptide_length,12.846153846153847
B5QWC8,random,bcell,num_peptides,2
B5QWC8,random,bcell,avg_peptide_length,5.5
B5R0N9,random,bcell,num_peptides,1
B5R0N9,random,bcell,avg_peptide_length,5.0
B5QZ97,random,bcell,num_peptides,5
B5QZ97,random,bcell,avg_peptide_length,9.8
B5QZH0,random,bcell,num_peptides,1
B5QZH0,random,bcell,avg_peptide_length,5.0
B5QX61,random,bcell,num_peptides,2
B5QX61,random,bcell,avg_peptide_length,5.5
B5R284,random,bcell,num_peptides,1
B5R284,random,bcell,avg_peptide_length,6.0
B5R394,random,bcell,num_peptides,1
B5R394,random,bcell,avg_peptide_length,6.0
B5QWY5,random,bcell,num_peptides,3
B5QWY5,random,bcell,avg_peptide_length,5.0
B5R424,random,bcell,num_peptides,1
B5R424,random,bcell,avg_peptide_length,9.0
B5QZ33,random,bcell,num_peptides,1
B5QZ33,random,bcell,avg_peptide_length,11.0
B5R0S8,random,bcell,num_peptides,1
B5R0S8,random,bcell,avg_peptide_length,5.0
B5R274,random,bcell,num_peptides,1
B5R274,random,bcell,avg_peptide_length,6.0
B5R317,random,bcell,num_peptides,4
B5R317,random,bcell,avg_peptide_length,7.5
B5R2S7,random,bcell,num_peptides,2
B5R2S7,random,bcell,avg_peptide_length,9.0
B5QTV6,random,bcell,num_peptides,2
B5QTV6,random,bcell,avg_peptide_length,6.5
B5R5I2,random,bcell,num_peptides,4
B5R5I2,random,bcell,avg_peptide_length,6.75
B5R1S4,random,bcell,num_peptides,1
B5R1S4,random,bcell,avg_peptide_length,5.0
B5QU79,random,bcell,num_peptides,2
B5QU79,random,bcell,avg_peptide_length,6.5
P0DXX4,random,bcell,num_peptides,1
P0DXX4,random,bcell,avg_peptide_length,6.0
B5QTJ6,random,bcell,num_peptides,1
B5QTJ6,random,bcell,avg_peptide_length,9.0
B5R1G2,random,bcell,num_peptides,1
B5R1G2,random,bcell,avg_peptide_length,5.0
B5QVD8,random,bcell,num_peptides,2
B5QVD8,random,bcell,avg_peptide_length,6.0
B5R004,random,bcell,num_peptides,3
B5R004,random,bcell,avg_peptide_length,7.666666666666667
B5QXG6,random,bcell,num_peptides,1
B5QXG6,random,bcell,avg_peptide_length,6.0
B5QVE6,random,bcell,num_peptides,3
B5QVE6,random,bcell,avg_peptide_length,6.0
B5R0R9,random,bcell,num_peptides,1
B5R0R9,random,bcell,avg_peptide_length,8.0
B5QWT6,random,bcell,num_peptides,3
B5QWT6,random,bcell,avg_peptide_length,7.666666666666667
B5QWW2,random,bcell,num_peptides,9
B5QWW2,random,bcell,avg_peptide_length,8.333333333333334
B5R2S5,random,bcell,num_peptides,7
B5R2S5,random,bcell,avg_peptide_length,14.571428571428571
B5QX24,random,bcell,num_peptides,2
B5QX24,random,bcell,avg_peptide_length,5.5
B5R5H7,random,bcell,num_peptides,1
B5R5H7,random,bcell,avg_peptide_length,7.0
B5R5E1,random,bcell,num_peptides,1
