accession,label,feature,subfeature,value
B5R1E4,random,deeplocpro,prob_cell_wall_surface,0.0
B5R1E4,random,deeplocpro,prob_extracellular,0.0001
B5R1E4,random,deeplocpro,prob_cytoplasmic,0.9975
B5R1E4,random,deeplocpro,prob_cytoplasmic_membrane,0.0004
B5R1E4,random,deeplocpro,prob_outer_membrane,0.0003
B5R1E4,random,deeplocpro,prob_periplasmic,0.0017
B5R1D8,random,deeplocpro,prob_cell_wall_surface,0.0
B5R1D8,random,deeplocpro,prob_extracellular,0.0001
B5R1D8,random,deeplocpro,prob_cytoplasmic,0.9993
B5R1D8,random,deeplocpro,prob_cytoplasmic_membrane,0.0002
B5R1D8,random,deeplocpro,prob_outer_membrane,0.0003
B5R1D8,random,deeplocpro,prob_periplasmic,0.0
B5R4S1,random,deeplocpro,prob_cell_wall_surface,0.0
B5R4S1,random,deeplocpro,prob_extracellular,0.0005
B5R4S1,random,deeplocpro,prob_cytoplasmic,0.9876
B5R4S1,random,deeplocpro,prob_cytoplasmic_membrane,0.0049
B5R4S1,random,deeplocpro,prob_outer_membrane,0.0067
B5R4S1,random,deeplocpro,prob_periplasmic,0.0003
B5R449,random,deeplocpro,prob_cell_wall_surface,0.0001
B5R449,random,deeplocpro,prob_extracellular,0.0007
B5R449,random,deeplocpro,prob_cytoplasmic,0.9845
B5R449,random,deeplocpro,prob_cytoplasmic_membrane,0.0125
B5R449,random,deeplocpro,prob_outer_membrane,0.0007
B5R449,random,deeplocpro,prob_periplasmic,0.0014
B5R142,random,deeplocpro,prob_cell_wall_surface,0.0
B5R142,random,deeplocpro,prob_extracellular,0.0
B5R142,random,deeplocpro,prob_cytoplasmic,0.9996
B5R142,random,deeplocpro,prob_cytoplasmic_membrane,0.0
B5R142,random,deeplocpro,prob_outer_membrane,0.0003
B5R142,random,deeplocpro,prob_periplasmic,0.0
B5QU79,random,deeplocpro,prob_cell_wall_surface,0.0
B5QU79,random,deeplocpro,prob_extracellular,0.0042
B5QU79,random,deeplocpro,prob_cytoplasmic,0.9885
B5QU79,random,deeplocpro,prob_cytoplasmic_membrane,0.0028
B5QU79,random,deeplocpro,prob_outer_membrane,0.0008
B5QU79,random,deeplocpro,prob_periplasmic,0.0038
B5R424,random,deeplocpro,prob_cell_wall_surface,0.0001
B5R424,random,deeplocpro,prob_extracellular,0.0038
B5R424,random,deeplocpro,prob_cytoplasmic,0.9343
B5R424,random,deeplocpro,prob_cytoplasmic_membrane,0.0333
B5R424,random,deeplocpro,prob_outer_membrane,0.0272
B5R424,random,deeplocpro,prob_periplasmic,0.0013
B5R0J6,random,deeplocpro,prob_cell_wall_surface,0.0
B5R0J6,random,deeplocpro,prob_extracellular,0.0001
B5R0J6,random,deeplocpro,prob_cytoplasmic,0.998
B5R0J6,random,deeplocpro,prob_cytoplasmic_membrane,0.0008
B5R0J6,random,deeplocpro,prob_outer_membrane,0.0009
B5R0J6,random,deeplocpro,prob_periplasmic,0.0002
B5QV34,random,deeplocpro,prob_cell_wall_surface,0.0
B5QV34,random,deeplocpro,prob_extracellular,0.0
B5QV34,random,deeplocpro,prob_cytoplasmic,0.0001
B5QV34,random,deeplocpro,prob_cytoplasmic_membrane,0.9997
B5QV34,random,deeplocpro,prob_outer_membrane,0.0002
B5QV34,random,deeplocpro,prob_periplasmic,0.0
B5R0R9,random,deeplocpro,prob_cell_wall_surface,0.0
B5R0R9,random,deeplocpro,prob_extracellular,0.0051
B5R0R9,random,deeplocpro,prob_cytoplasmic,0.9306
B5R0R9,random,deeplocpro,prob_cytoplasmic_membrane,0.0525
B5R0R9,random,deeplocpro,prob_outer_membrane,0.0116
B5R0R9,random,deeplocpro,prob_periplasmic,0.0001
B5QY09,random,deeplocpro,prob_cell_wall_surface,0.0
B5QY09,random,deeplocpro,prob_extracellular,0.0
B5QY09,random,deeplocpro,prob_cytoplasmic,0.9865
B5QY09,random,deeplocpro,prob_cytoplasmic_membrane,0.0007
B5QY09,random,deeplocpro,prob_outer_membrane,0.0057
B5QY09,random,deeplocpro,prob_periplasmic,0.007
B5R5G4,random,deeplocpro,prob_cell_wall_surface,0.0
B5R5G4,random,deeplocpro,prob_extracellular,0.0004
B5R5G4,random,deeplocpro,prob_cytoplasmic,0.999
B5R5G4,random,deeplocpro,prob_cytoplasmic_membrane,0.0001
B5R5G4,random,deeplocpro,prob_outer_membrane,0.0002
B5R5G4,random,deeplocpro,prob_periplasmic,0.0003
B5R582,random,deeplocpro,prob_cell_wall_surface,0.0002
B5R582,random,deeplocpro,prob_extracellular,0.0014
B5R582,random,deeplocpro,prob_cytoplasmic,0.9793
B5R582,random,deeplocpro,prob_cytoplasmic_membrane,0.0015
B5R582,random,deeplocpro,prob_outer_membrane,0.0171
B5R582,random,deeplocpro,prob_periplasmic,0.0005
