# SignalP-5.0	Organism: euk	Timestamp: 20250821202408
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_22|Q8P1C8|Probable|NZ_AP023390.1|tpos:94047-94176	OTHER	0.000574	0.999426	
antigen_23|Q5XCA4|Spermidine/putrescine|NZ_AP023390.1|tpos:182021-182245	OTHER	0.001365	0.998635	
antigen_41|A2REG0|Ribonuclease|NZ_AP023390.1|tpos:446982-447177	OTHER	0.002324	0.997676	
antigen_191|P0DD86|DNA|NZ_AP023390.1|tpos:10426-10676	OTHER	0.000356	0.999644	
antigen_117|Q1JE69|Holliday|NZ_AP023390.1|tpos:16793-17124	OTHER	0.000537	0.999463	
antigen_83|P0DA37|ATP-dependent|NZ_AP023390.1|tpos:4105-4201	OTHER	0.000704	0.999296	
antigen_112|Q5XDX3|Small|NZ_AP023390.1|tpos:72558-72847	OTHER	0.004184	0.995816	
antigen_113|Q1JIB1|Protein|NZ_AP023390.1|tpos:111640-111801	OTHER	0.000371	0.999629	
antigen_151|P0DA05|ATP|NZ_AP023390.1|tpos:45447-45771	OTHER	0.003303	0.996697	
antigen_189|Q48VX9|DNA|NZ_AP023390.1|tpos:10426-10676	OTHER	0.000356	0.999644	
antigen_86|P0DG67|Thymidylate|NZ_AP023390.1|tpos:221174-221452	OTHER	0.000297	0.999703	
antigen_184|Q5XCC0|UvrABC|NZ_AP023390.1|tpos:253060-253657	OTHER	0.000458	0.999542	
antigen_170|B5XL39|Adenine|NZ_AP023390.1|tpos:234044-234215	OTHER	0.000822	0.999178	
antigen_176|P0C0H6|Inosine-5'-monophosphate|NZ_AP023390.1|tpos:270408-270628	OTHER	0.006113	0.993887	
antigen_174|P0DF23|Ribonuclease|NZ_AP023390.1|tpos:60190-60403	OTHER	0.007414	0.992586	
antigen_133|Q1JDK8|Small|NZ_AP023390.1|tpos:75236-75360	OTHER	0.000584	0.999416	
antigen_134|Q5XEC0|Large|NZ_AP023390.1|tpos:22351-22528	OTHER	0.001138	0.998862	
antigen_135|A2RG55|Protein|NZ_AP023390.1|tpos:111640-111801	OTHER	0.000371	0.999629	
antigen_149|P66021|Peptide|NZ_AP023390.1|tpos:93871-94026	OTHER	0.025165	0.974835	
antigen_56|Q99YG1|Translation|NZ_AP023390.1|tpos:93879-93999	OTHER	0.000657	0.999343	
antigen_145|P0DG78|Putative|NZ_AP023390.1|tpos:165976-166300	OTHER	0.004065	0.995935	
antigen_146|P0DE27|Large|NZ_AP023390.1|tpos:21773-21873	OTHER	0.001351	0.998649	
antigen_173|Q48UD0|UDP-N-acetylglucosamine|NZ_AP023390.1|tpos:187513-187935	OTHER	0.001074	0.998926	
antigen_127|P0DG83|Nucleoid-associated|NZ_AP023390.1|tpos:452512-452610	OTHER	0.000649	0.999351	
antigen_129|A2RG72|ATP-dependent|NZ_AP023390.1|tpos:105351-105546	OTHER	0.001591	0.998409	
antigen_29|Q1JJ89|DNA|NZ_AP023390.1|tpos:10426-10676	OTHER	0.000356	0.999644	
antigen_53|Q99ZU3|UvrABC|NZ_AP023390.1|tpos:253060-253657	OTHER	0.000458	0.999542	
antigen_196|Q1JN21|GTPase|NZ_AP023390.1|tpos:93881-94038	OTHER	0.000589	0.999411	
antigen_143|Q5XEK9|DNA|NZ_AP023390.1|tpos:10426-10676	OTHER	0.000356	0.999644	
antigen_121|Q8P1F2|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	OTHER	0.009348	0.990652	
antigen_172|A2RF47|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	OTHER	0.009348	0.990652	
antigen_131|A2RCI0|Small|NZ_AP023390.1|tpos:75236-75372	OTHER	0.000584	0.999416	
antigen_2|Q1J6Q6|Spermidine/putrescine|NZ_AP023390.1|tpos:182021-182245	OTHER	0.001365	0.998635	
antigen_194|Q8P1D1|Thymidylate|NZ_AP023390.1|tpos:221174-221452	OTHER	0.000297	0.999703	
