# SignalP-5.0	Organism: euk	Timestamp: 20251012051950
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_69|P63548|Adenine|SQG54378.1|tpos:1-172	OTHER	0.000822	0.999178	
antigen_51|P67255|UPF0122|SQG54590.1|tpos:1-113	OTHER	0.000525	0.999475	
antigen_52|Q1JJ57|Large|SQG53015.1|tpos:1-114	OTHER	0.000151	0.999849	
antigen_53|Q99ZU3|UvrABC|SQG54488.1|tpos:1-598	OTHER	0.000458	0.999542	
antigen_94|Q5XCB7|tRNA|SQG54491.1|tpos:1-458	OTHER	0.001139	0.998861	
antigen_14|P0DB44|Cell|SQG54898.1|tpos:1-108	OTHER	0.000500	0.999500	
antigen_15|Q1J8Y8|Small|SQG53056.1|tpos:1-127	OTHER	0.000624	0.999376	
antigen_16|Q48RU8|Translation|SQG54956.1|tpos:1-953	OTHER	0.000331	0.999669	
antigen_9|P0DF45|Ribosomal|SQG53899.1|tpos:1-237	OTHER	0.000497	0.999503	
antigen_11|P0DG21|tRNA|SQG54311.1|tpos:1-239	OTHER	0.005551	0.994449	
antigen_189|B5XK72|Endoribonuclease|SQG54071.1|tpos:1-165	OTHER	0.000447	0.999553	
antigen_190|P64065|GTPase|SQG53921.1|tpos:1-436	OTHER	0.001433	0.998567	
antigen_124|Q1JK54|Xaa-Pro|SQG55119.1|tpos:1-760	OTHER	0.001192	0.998808	
antigen_148|Q1J7G2|ATP|SQG54235.1|tpos:1-178	OTHER	0.000581	0.999419	
antigen_4|Q1J492|Holliday|SQG55324.1|tpos:1-198	OTHER	0.000769	0.999231	
antigen_183|P0DG17|Uncharacterized|SQG54866.1|tpos:1-451	OTHER	0.000584	0.999416	
antigen_111|Q1JIB1|Protein|SQG54036.1|tpos:1-162	OTHER	0.000371	0.999629	
antigen_112|B5XJ51|Large|SQG53036.1|tpos:1-178	OTHER	0.001138	0.998862	
antigen_151|P0DB58|dITP/XTP|SQG53952.1|tpos:1-328	OTHER	0.000613	0.999387	
antigen_45|Q8NZZ1|UPF0398|SQG54899.1|tpos:1-171	OTHER	0.000739	0.999261	
antigen_46|Q48V07|Protein|SQG54036.1|tpos:1-162	OTHER	0.000371	0.999629	
antigen_65|Q1JFK8|Ribosomal|SQG54914.1|tpos:22-337	OTHER	0.000825	0.999175	
antigen_66|B5XMF0|Shikimate|SQG54851.1|tpos:1-292	OTHER	0.236051	0.763949	
antigen_67|Q8NZG7|tRNA|SQG55132.1|tpos:1-342	OTHER	0.000942	0.999058	
antigen_175|P0DB81|Isopentenyl-diphosphate|SQG54335.1|tpos:1-329	OTHER	0.000604	0.999396	
antigen_194|Q99ZV8|Elongation|SQG54476.1|tpos:1-610	OTHER	0.000209	0.999791	
antigen_119|Q8P1F2|Ferredoxin--NADP|SQG54312.1|tpos:1-330	OTHER	0.010311	0.989689	
antigen_122|Q8P0H4|Uncharacterized|SQG54707.1|tpos:1-451	OTHER	0.001383	0.998617	
antigen_184|P0DE91|Small|SQG53017.1|tpos:1-217	OTHER	0.000763	0.999237	
antigen_178|P65245|Ribose-phosphate|SQG52920.1|tpos:1-320	OTHER	0.000594	0.999406	
antigen_149|P0DA05|ATP|SQG54238.1|tpos:1-468	OTHER	0.001956	0.998044	
