# SignalP-5.0	Organism: euk	Timestamp: 20250821202408
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_15|Q1J8Y8|Small|CP151848.1|tpos:24258-24384	OTHER	0.000680	0.999320	
antigen_179|P0DG49|Methionine--tRNA|CP151848.1|tpos:118380-119044	OTHER	0.002176	0.997824	
antigen_36|P0DG70|UTP--glucose-1-phosphate|CP151848.1|tpos:522893-523190	OTHER	0.008040	0.991960	
antigen_172|A2RF47|Ferredoxin--NADP|CP151848.1|tpos:540937-541239	OTHER	0.004277	0.995723	
antigen_170|B5XL39|Adenine|CP151848.1|tpos:236719-236890	OTHER	0.000822	0.999178	
antigen_119|Q99Y13|Galactose-6-phosphate|CP151848.1|tpos:84528-84698	OTHER	0.004795	0.995205	
antigen_121|Q8P1F2|Ferredoxin--NADP|CP151848.1|tpos:540937-541239	OTHER	0.004277	0.995723	
antigen_166|P0DC12|Tagatose-6-phosphate|CP151848.1|tpos:216273-216526	OTHER	0.000887	0.999113	
antigen_167|P60420|UPF0298|CP151848.1|tpos:113748-113838	OTHER	0.000842	0.999158	
antigen_70|P63548|Adenine|CP151848.1|tpos:236719-236890	OTHER	0.000822	0.999178	
antigen_13|B5XKP9|ATP|CP151848.1|tpos:189416-189832	OTHER	0.001002	0.998998	
antigen_20|Q1JDW9|V-type|CP151848.1|tpos:189375-189780	OTHER	0.001724	0.998276	
antigen_2|Q1J6Q6|Spermidine/putrescine|CP151848.1|tpos:509334-509574	OTHER	0.000212	0.999788	
antigen_114|B5XJ51|Large|CP151848.1|tpos:22626-22803	OTHER	0.001138	0.998862	
antigen_171|Q1JHF5|Ferredoxin--NADP|CP151848.1|tpos:540937-541239	OTHER	0.004277	0.995723	
antigen_73|P0DC10|Galactose-6-phosphate|CP151848.1|tpos:84528-84698	OTHER	0.004795	0.995205	
antigen_132|P66852|Single-stranded|CP151848.1|tpos:35367-35474	OTHER	0.002422	0.997578	
antigen_24|Q7CMS1|Galactose-6-phosphate|CP151848.1|tpos:84528-84655	OTHER	0.004795	0.995205	
antigen_27|Q48UD2|ATP|CP151848.1|tpos:189841-189978	OTHER	0.000873	0.999127	
antigen_137|Q8P2A7|Replication|CP151848.1|tpos:114583-114689	OTHER	0.000294	0.999706	
antigen_162|P67372|DegV|CP151848.1|tpos:82332-82610	OTHER	0.002448	0.997552	
antigen_41|A2REG0|Ribonuclease|CP151848.1|tpos:280746-281008	OTHER	0.000464	0.999536	
antigen_30|Q1JJZ6|Galactose-6-phosphate|CP151848.1|tpos:84528-84698	OTHER	0.004795	0.995205	
antigen_146|P0DE27|Large|CP151848.1|tpos:22048-22148	OTHER	0.001351	0.998649	
antigen_84|Q48SZ3|D-alanine--D-alanyl|CP151848.1|tpos:141542-141742	OTHER	0.000857	0.999143	
antigen_195|P0DE64|Small|CP151848.1|tpos:24258-24384	OTHER	0.000680	0.999320	
