# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250926170214
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_11|Q9S369||NZ_CP050930.1|tpos:561801-561857	SP	0.000013	0.999948	0.000039	CS pos: 18-19. TVA-DI. Pr: 0.6281
antigen_58|Q4PZE8||NZ_CP050930.1|tpos:360431-360621	noTP	0.982773	0.016984	0.000243	
antigen_59|Q4PR64||NZ_CP050930.1|tpos:222439-222530	noTP	0.990809	0.000691	0.008500	
antigen_10|Q5XKW2||NZ_CP050930.1|tpos:222443-222512	noTP	0.973084	0.013737	0.013179	
antigen_15|Q9Z4N2|Transferrin-binding|NZ_CP050930.1|tpos:83097-83707	noTP	0.998446	0.000336	0.001218	
antigen_50|Q9RQ29|Fatty|NZ_CP050930.1|tpos:220131-220526	SP	0.337040	0.662749	0.000210	CS pos: 17-18. LDA-TI. Pr: 0.7736
antigen_80|A0AB74ETB9|Ribosomal|NZ_CP050930.1|tpos:685653-685700	noTP	0.934828	0.022490	0.042682	
antigen_54|P72074|N-acetyllactosaminide|NZ_CP050930.1|tpos:159994-160364	SP	0.235111	0.764808	0.000081	CS pos: 19-20. CFG-IF. Pr: 0.7363
antigen_60|A0A378VZD7|DNA|NZ_CP050930.1|tpos:102790-103077	noTP	0.999859	0.000015	0.000126	
antigen_7|Q6W764||NZ_CP050930.1|tpos:220605-221129	SP	0.416704	0.582665	0.000631	CS pos: 36-37. CSS-WL. Pr: 0.6480
antigen_19|Q3B9W3||NZ_CP050930.1|tpos:159994-160371	SP	0.235111	0.764808	0.000081	CS pos: 19-20. CFG-IF. Pr: 0.7363
antigen_84|Q5MK06|Macrolide|NZ_CP050930.1|tpos:671478-671700	noTP	0.979442	0.000191	0.020367	
antigen_12|E0WDG1||NZ_CP050930.1|tpos:517888-518112	SP	0.016919	0.982824	0.000257	CS pos: 23-24. CVA-DP. Pr: 0.8298
antigen_20|C6ZG64||NZ_CP050930.1|tpos:517275-517452	noTP	0.990304	0.001024	0.008672	
antigen_30|A0AAQ1IME3|LPS-assembly|NZ_CP050930.1|tpos:92365-92523	SP	0.003678	0.995815	0.000507	CS pos: 25-26. ADG-IS. Pr: 0.5033
antigen_65|A0A378W2W5||NZ_CP050930.1|tpos:419953-420072	noTP	0.998461	0.000096	0.001443	
antigen_44|Q50965||NZ_CP050930.1|tpos:63327-63461	noTP	0.708938	0.015752	0.275311	
antigen_13|B0B796|Transferrin-binding|NZ_CP050930.1|tpos:83098-83701	noTP	0.998578	0.000279	0.001143	
antigen_35|Q5F8J5||NZ_CP050930.1|tpos:274481-274624	noTP	0.798340	0.200884	0.000776	
antigen_3|Q5F8Y0|DNA|NZ_CP050930.1|tpos:324193-325108	noTP	0.999902	0.000049	0.000048	
antigen_43|Q50966|Fe(3+)|NZ_CP050930.1|tpos:671479-671715	noTP	0.955379	0.000229	0.044392	
antigen_63|B0LVE7||NZ_CP050930.1|tpos:419505-419635	noTP	0.996499	0.002561	0.000940	
antigen_55|P14930|Peptide|NZ_CP050930.1|tpos:19371-19486	noTP	0.580444	0.061153	0.358403	
