# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250926170214
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_11|Q9S369||AP018381.1|tpos:552504-552560	SP	0.000013	0.999948	0.000039	CS pos: 18-19. TVA-DI. Pr: 0.6281
antigen_3|Q5F8Y0|DNA|AP018381.1|tpos:403673-404284	noTP	0.992757	0.001651	0.005591	
antigen_10|Q5XKW2||AP018381.1|tpos:598465-598807	SP	0.000958	0.998542	0.000500	CS pos: 19-20. ATA-DV. Pr: 0.4859
antigen_27|A0AA44ZGW8|Outer|AP018381.1|tpos:585697-585820	SP	0.000581	0.999330	0.000088	CS pos: 17-18. TAC-SV. Pr: 0.7381
antigen_57|Q5F676|DD-carboxypeptidase/endopeptidase|AP018381.1|tpos:180049-180138	noTP	0.933690	0.065817	0.000494	
antigen_84|Q5MK06|Macrolide|AP018381.1|tpos:119184-119413	noTP	0.995158	0.000257	0.004585	
antigen_20|C6ZG64||AP018381.1|tpos:355585-355777	noTP	0.994207	0.000640	0.005154	
antigen_40|Q5F665||AP018381.1|tpos:555886-556036	SP	0.011916	0.987542	0.000542	CS pos: 24-25. ARA-HG. Pr: 0.5342
antigen_43|Q50966|Fe(3+)|AP018381.1|tpos:119185-119414	noTP	0.998338	0.000251	0.001411	
antigen_59|Q4PR64||AP018381.1|tpos:598465-598811	SP	0.000958	0.998542	0.000500	CS pos: 19-20. ATA-DV. Pr: 0.4859
antigen_44|Q50965||AP018381.1|tpos:63743-63877	noTP	0.708938	0.015752	0.275311	
antigen_63|B0LVE7||AP018381.1|tpos:410313-410438	noTP	0.990162	0.007062	0.002776	
antigen_66|Q06758|Probable|AP018381.1|tpos:533122-533389	SP	0.001064	0.998262	0.000675	CS pos: 23-24. CGG-QG. Pr: 0.1878
antigen_55|P14930|Peptide|AP018381.1|tpos:19396-19511	noTP	0.580444	0.061153	0.358403	
antigen_65|A0A378W2W5||AP018381.1|tpos:355657-355777	noTP	0.999295	0.000127	0.000578	
antigen_60|A0A378VZD7|DNA|AP018381.1|tpos:102500-102787	noTP	0.999859	0.000015	0.000126	
antigen_56|A0A077KAX9||AP018381.1|tpos:441792-442001	noTP	0.998507	0.000720	0.000773	
antigen_30|A0AAQ1IME3|LPS-assembly|AP018381.1|tpos:92072-92230	SP	0.004313	0.995017	0.000670	CS pos: 25-26. ADG-IS. Pr: 0.5541
