# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251019212717
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_33|O87406|Ancillary|WP_003690875.1|tpos:1-209	noTP	0.985883	0.012423	0.001694	
antigen_82|B4RRB6||WP_003690407.1|tpos:405-1468	noTP	0.993872	0.003111	0.003017	
antigen_68|Q51007||WP_341978825.1|tpos:1-271	SP	0.024516	0.912327	0.063156	CS pos: 31-32. GDA-AQ. Pr: 0.4136
antigen_69|A0A379B108|Lipid-A-disaccharide|WP_003689999.1|tpos:14-374	noTP	0.972638	0.001161	0.026201	
antigen_70|A0A378W0B8||WP_071200370.1|tpos:239-285	noTP	0.940661	0.038549	0.020790	
antigen_38|Q5F7G3|Copper|WP_003689657.1|tpos:1-157	SP	0.000229	0.999301	0.000470	CS pos: 19-20. VSA-AG. Pr: 0.6911
antigen_39|Q5F7C7|Type|WP_025455765.1|tpos:1-162	SP	0.002667	0.996382	0.000951	CS pos: 19-20. CQS-IY. Pr: 0.8894
antigen_40|Q5F665||WP_003694209.1|tpos:1-151	SP	0.011945	0.987456	0.000598	CS pos: 24-25. ARA-HG. Pr: 0.5342
antigen_41|Q5F576||WP_003686997.1|tpos:1-90	SP	0.000174	0.999799	0.000027	CS pos: 19-20. GCA-WE. Pr: 0.3562
antigen_42|A8RU91||WP_341948074.1|tpos:228-296	noTP	0.864893	0.130110	0.004997	
antigen_43|Q50966|Fe(3+)|WP_003692653.1|tpos:1-352	noTP	0.995054	0.000174	0.004773	
antigen_76|A0A2U9I6P4|50S|WP_003690068.1|tpos:13-150	noTP	0.999698	0.000209	0.000094	
antigen_30|A0AAQ1IME3|LPS-assembly|WP_003687653.1|tpos:1-159	SP	0.003678	0.995815	0.000507	CS pos: 25-26. ADG-IS. Pr: 0.5033
antigen_31|Q9X6P2|Adhesin|WP_003689567.1|tpos:6-296	SP	0.051093	0.942331	0.006576	CS pos: 20-21. AHG-GG. Pr: 0.6748
antigen_32|Q5F9H8||WP_003687855.1|tpos:1-107	SP	0.000121	0.999864	0.000015	CS pos: 19-20. AFA-DR. Pr: 0.9355
antigen_77|A0A379B1C6|50S|WP_003690106.1|tpos:61-110	noTP	0.937983	0.016698	0.045319	
antigen_4|Q5F9W2|IgA-specific|WP_048339574.1|tpos:1-1532	SP	0.017395	0.982083	0.000522	CS pos: 27-28. SEA-AL. Pr: 0.9265
antigen_19|Q3B9W3||WP_003688007.1|tpos:1-378	SP	0.235111	0.764808	0.000081	CS pos: 19-20. CFG-IF. Pr: 0.7363
antigen_20|C6ZG64||WP_003690719.1|tpos:2-175	SP	0.000076	0.999529	0.000395	CS pos: 18-19. ALA-EG. Pr: 0.6644
antigen_37|Q5F7X2||WP_048339613.1|tpos:1-114	SP	0.000715	0.999272	0.000012	CS pos: 17-18. AAC-SQ. Pr: 0.3922
antigen_0|Q5F5U2|Large|WP_003690068.1|tpos:1-177	noTP	0.999248	0.000137	0.000615	
antigen_23|E0WDF8|Peptidyl-prolyl|WP_003689673.1|tpos:1-272	SP	0.023643	0.965903	0.010454	CS pos: 21-22. SAC-GK. Pr: 0.2475
antigen_24|Q51006||WP_012503795.1|tpos:1-467	SP	0.071923	0.924170	0.003907	CS pos: 21-22. SAC-TM. Pr: 0.3725
antigen_25|A0A378VZL0||WP_048339574.1|tpos:154-202	noTP	0.908934	0.053946	0.037120	
antigen_26|P95359|Outer|WP_003690323.1|tpos:1-792	SP	0.004223	0.995588	0.000189	CS pos: 21-22. AFA-DF. Pr: 0.9683
antigen_17|Q9X4L8||WP_003690393.1|tpos:1-321	SP	0.000515	0.997051	0.002434	CS pos: 18-19. GAC-SP. Pr: 0.5285
antigen_18|Q02219|Copper-containing|WP_014580268.1|tpos:1-392	SP	0.000549	0.999406	0.000045	CS pos: 21-22. CGG-EQ. Pr: 0.5056
antigen_14|Q50952||WP_048339729.1|tpos:1-943	SP	0.017329	0.979687	0.002984	CS pos: 24-25. AYA-AQ. Pr: 0.6039
antigen_74|A0A379B243||WP_003690088.1|tpos:105-144	mTP	0.320349	0.094373	0.585278	CS pos: 10-11. TIL-SQ. Pr: 0.2985
antigen_75|A0A379B0S6|50S|WP_003690070.1|tpos:96-179	noTP	0.716747	0.022041	0.261212	
antigen_71|A0A379B0E4||WP_003690110.1|tpos:1-32	noTP	0.699846	0.014062	0.286093	
antigen_72|B4RQY1|Large|WP_003690083.1|tpos:1-277	noTP	0.971437	0.000522	0.028041	
antigen_56|A0A077KAX9||WP_123768208.1|tpos:1-195	noTP	0.904939	0.000511	0.094550	
antigen_57|Q5F676|DD-carboxypeptidase/endopeptidase|WP_003689841.1|tpos:1-430	SP	0.103460	0.864698	0.031842	CS pos: 35-36. TEG-TE. Pr: 0.7336
antigen_45|Q50964||WP_003687545.1|tpos:1-331	SP	0.001261	0.997137	0.001602	CS pos: 22-23. ALA-DI. Pr: 0.9301
antigen_46|A0A1D3FCT2||WP_003693740.1|tpos:1-144	noTP	0.796006	0.203674	0.000320	
antigen_47|A0A378VW04|Biopolymer|WP_047922731.1|tpos:1-145	noTP	0.968071	0.026189	0.005740	
antigen_49|A0A378VW91||WP_003693736.1|tpos:219-277	SP	0.457651	0.541365	0.000984	CS pos: 23-24. VES-VK. Pr: 0.8845
antigen_50|Q9RQ29|Fatty|WP_003703449.1|tpos:1-507	noTP	0.989631	0.010228	0.000141	
antigen_63|B0LVE7||WP_341944674.1|tpos:14-139	noTP	0.999359	0.000574	0.000067	
antigen_64|A0A171IPU4|Type|WP_003701881.1|tpos:1-854	noTP	0.579727	0.372489	0.047784	
antigen_12|E0WDG1||WP_003705684.1|tpos:1-225	SP	0.002171	0.997728	0.000102	CS pos: 23-24. CVA-DP. Pr: 0.8083
antigen_13|B0B796|Transferrin-binding|WP_341978836.1|tpos:21-686	noTP	0.998490	0.000594	0.000916	
antigen_61|A0A378VYF7||WP_003698180.1|tpos:64-149	noTP	0.676311	0.212817	0.110872	
antigen_62|Q01996|Transferrin-binding|WP_341948074.1|tpos:1-914	SP	0.010459	0.988415	0.001127	CS pos: 24-25. AYA-EN. Pr: 0.9085
antigen_53|A0A1D3EZB0|Catalase|WP_003689973.1|tpos:1-504	noTP	0.999708	0.000117	0.000175	
antigen_34|Q5F8S0||WP_003688789.1|tpos:1-122	SP	0.003684	0.996082	0.000235	CS pos: 19-20. CAA-GG. Pr: 0.5381
antigen_35|Q5F8J5||WP_003688638.1|tpos:1-144	noTP	0.798340	0.200884	0.000776	
antigen_36|Q5F848|Lipoprotein|WP_003688352.1|tpos:24-398	SP	0.009765	0.988917	0.001318	CS pos: 21-22. CSG-SK. Pr: 0.4491
antigen_85|Q9F7Y5||WP_002214937.1|tpos:1-21	SP	0.306283	0.692270	0.001447	CS pos: ?. Probable protein fragment
antigen_86|A0AB74ER28|Succinyl-diaminopimelate|WP_047922549.1|tpos:1-381	noTP	0.998964	0.000613	0.000423	
antigen_84|Q5MK06|Macrolide|WP_003697391.1|tpos:1-644	noTP	0.999367	0.000094	0.000539	
antigen_27|A0AA44ZGW8|Outer|WP_003689992.1|tpos:1-125	SP	0.001064	0.998824	0.000112	CS pos: 18-19. TAC-SV. Pr: 0.7235
