feature,value
length,[318.]
aac_A,0.059748427672955975
aac_C,0.0
aac_D,0.06918238993710692
aac_E,0.04716981132075472
aac_F,0.0220125786163522
aac_G,0.03773584905660377
aac_H,0.015723270440251572
aac_I,0.07861635220125786
aac_K,0.07547169811320754
aac_L,0.06918238993710692
aac_M,0.015723270440251572
aac_N,0.050314465408805034
aac_P,0.03459119496855346
aac_Q,0.025157232704402517
aac_R,0.031446540880503145
aac_S,0.13522012578616352
aac_T,0.08176100628930817
aac_V,0.11635220125786164
aac_W,0.0031446540880503146
aac_Y,0.031446540880503145
aaindex1_ANDN920101,4.339339622641511
aaindex1_ARGP820101,0.8540880503144654
aaindex1_ARGP820102,0.9320754716981131
aaindex1_ARGP820103,0.9864465408805033
aaindex1_BEGF750101,0.59
aaindex1_BEGF750102,0.7396855345911949
aaindex1_BEGF750103,0.6789937106918239
aaindex1_BHAR880101,0.4479025157232705
aaindex1_BIGC670101,81.00440251572327
aaindex1_BIOV880101,3.6352201257861636
aaindex1_BIOV880102,-11.141509433962264
aaindex1_BROC820101,1.8801886792452827
aaindex1_BROC820102,1.9672955974842767
aaindex1_BULH740101,-0.8736477987421382
aaindex1_BULH740102,0.6941666666666667
aaindex1_BUNA790101,8.07612893081761
aaindex1_BUNA790102,4.404820754716981
aaindex1_BUNA790103,6.454088050314464
aaindex1_BURA740101,0.32275471698113206
aaindex1_BURA740102,0.35040880503144656
aaindex1_CHAM810101,0.6680817610062892
aaindex1_CHAM820101,0.14374213836477986
aaindex1_CHAM820102,0.39781761006289307
aaindex1_CHAM830101,0.9978616352201257
aaindex1_CHAM830102,0.12691823899371069
aaindex1_CHAM830103,1.1446540880503144
aaindex1_CHAM830104,0.6037735849056604
aaindex1_CHAM830105,0.2688679245283019
aaindex1_CHAM830106,1.89937106918239
aaindex1_CHAM830107,0.20440251572327045
aaindex1_CHAM830108,0.27044025157232704
aaindex1_CHOC750101,140.21006289308178
aaindex1_CHOC760101,157.98742138364778
aaindex1_CHOC760102,43.540880503144656
aaindex1_CHOC760103,0.2869811320754717
aaindex1_CHOC760104,0.09657232704402514
aaindex1_CHOP780101,0.9802830188679246
aaindex1_CHOP780201,0.9995911949685534
aaindex1_CHOP780202,1.0326100628930817
aaindex1_CHOP780203,1.0165094339622642
aaindex1_CHOP780204,0.979433962264151
aaindex1_CHOP780205,1.0187735849056605
aaindex1_CHOP780206,1.0190566037735846
aaindex1_CHOP780207,0.9511635220125787
aaindex1_CHOP780208,1.0415408805031445
aaindex1_CHOP780209,1.0305974842767296
aaindex1_CHOP780210,0.994685534591195
aaindex1_CHOP780211,0.9909748427672956
aaindex1_CHOP780212,0.0855503144654088
aaindex1_CHOP780213,0.08988364779874214
aaindex1_CHOP780214,0.08142767295597485
aaindex1_CHOP780215,0.0808679245283019
aaindex1_CHOP780216,0.9899999999999998
aaindex1_CIDH920101,-0.053364779874213834
