feature,value
length,[721.]
aac_A,0.08460471567267684
aac_C,0.0
aac_D,0.05409153952843273
aac_E,0.04160887656033287
aac_F,0.026352288488210817
aac_G,0.06657420249653259
aac_H,0.013869625520110958
aac_I,0.052704576976421634
aac_K,0.059639389736477116
aac_L,0.08044382801664356
aac_M,0.027739251040221916
aac_N,0.06934812760055478
aac_P,0.0319001386962552
aac_Q,0.04299583911234397
aac_R,0.02912621359223301
aac_S,0.08737864077669903
aac_T,0.0957004160887656
aac_V,0.04854368932038835
aac_W,0.011095700416088766
aac_Y,0.07628294036061026
aaindex1_ANDN920101,4.375173370319001
aaindex1_ARGP820101,0.8336893203883495
aaindex1_ARGP820102,0.9424271844660195
aaindex1_ARGP820103,1.0177531206657422
aaindex1_BEGF750101,0.5830651872399445
aaindex1_BEGF750102,0.736740638002774
aaindex1_BEGF750103,0.7075589459084605
aaindex1_BHAR880101,0.4430846047156727
aaindex1_BIGC670101,81.66685159500693
aaindex1_BIOV880101,3.1081830790568654
aaindex1_BIOV880102,-11.257975034674065
aaindex1_BROC820101,2.6224687933425797
aaindex1_BROC820102,2.4233009708737865
aaindex1_BULH740101,-0.8570180305131763
aaindex1_BULH740102,0.6899722607489598
aaindex1_BUNA790101,8.090794729542303
aaindex1_BUNA790102,4.42026213592233
aaindex1_BUNA790103,6.296671289875173
aaindex1_BURA740101,0.3147628294036061
aaindex1_BURA740102,0.34060887656033284
aaindex1_CHAM810101,0.6417891816920943
aaindex1_CHAM820101,0.1501497919556172
aaindex1_CHAM820102,0.5888404993065187
aaindex1_CHAM830101,1.0166435506241331
aaindex1_CHAM830102,0.08285436893203883
aaindex1_CHAM830103,1.013869625520111
aaindex1_CHAM830104,0.665742024965326
aaindex1_CHAM830105,0.3342579750346741
aaindex1_CHAM830106,2.0499306518723994
aaindex1_CHAM830107,0.231622746185853
aaindex1_CHAM830108,0.3564493758668516
aaindex1_CHOC750101,142.0884882108183
aaindex1_CHOC760101,160.29819694868237
aaindex1_CHOC760102,44.84882108183079
aaindex1_CHOC760103,0.2672122052704577
aaindex1_CHOC760104,0.09212205270457698
aaindex1_CHOP780101,1.012746185852982
aaindex1_CHOP780201,0.9865603328710124
aaindex1_CHOP780202,1.0182801664355063
aaindex1_CHOP780203,1.0340915395284327
aaindex1_CHOP780204,0.9891262135922331
aaindex1_CHOP780205,0.9690984743411928
aaindex1_CHOP780206,1.0178224687933426
aaindex1_CHOP780207,0.9894313453536753
aaindex1_CHOP780208,1.0141608876560333
aaindex1_CHOP780209,1.0186407766990293
aaindex1_CHOP780210,1.0328432732316228
aaindex1_CHOP780211,1.0145076282940362
aaindex1_CHOP780212,0.08645908460471567
aaindex1_CHOP780213,0.08777669902912622
aaindex1_CHOP780214,0.08647572815533981
aaindex1_CHOP780215,0.08625936199722607
aaindex1_CHOP780216,1.010984743411928
aaindex1_CIDH920101,-0.03568654646324551
aaindex1_CIDH920102,0.08173370319001388
aaindex1_CIDH920103,-0.017850208044382816
aaindex1_CIDH920104,-0.08099861303744797
aaindex1_CIDH920105,-0.04142857142857144
aaindex1_COHE430101,0.7313730929264911
aaindex1_CRAJ730101,0.9907073509015257
aaindex1_CRAJ730102,1.0324826629680999
aaindex1_CRAJ730103,1.0114424410540916
aaindex1_DAWD720101,4.752427184466019
aaindex1_DAYM780101,5.7938973647711505
aaindex1_DAYM780201,81.57975034674064
aaindex1_DESM900101,0.9513730929264911
aaindex1_DESM900102,0.9146463245492372
aaindex1_EISD840101,-0.13533980582524271
aaindex1_EISD860101,0.5156033287101248
aaindex1_EISD860102,1.6612066574202498
aaindex1_EISD860103,-0.1816366158113731
aaindex1_FASG760101,129.23434119278778
aaindex1_FASG760102,270.0748959778086
aaindex1_FASG760103,-6.857975034674064
aaindex1_FASG760104,9.393439667128987
aaindex1_FASG760105,2.1793342579750346
aaindex1_FAUJ830101,0.3349098474341192
aaindex1_FAUJ880101,2.159625520110957
aaindex1_FAUJ880102,0.6326629680998612
aaindex1_FAUJ880103,3.3092510402219144
aaindex1_FAUJ880104,4.646435506241331
aaindex1_FAUJ880105,1.5439528432732315
aaindex1_FAUJ880106,3.8293342579750345
aaindex1_FAUJ880107,11.383217753120666
aaindex1_FAUJ880108,0.03554785020804438
aaindex1_FAUJ880109,0.840499306518724
aaindex1_FAUJ880110,1.3994452149791956
aaindex1_FAUJ880111,0.10263522884882108
aaindex1_FAUJ880112,0.0957004160887656
aaindex1_FAUJ880113,4.248391123439666
aaindex1_FINA770101,0.953619972260749
aaindex1_FINA910101,1.2576976421636614
aaindex1_FINA910102,1.443134535367545
aaindex1_FINA910103,1.0771151178918168
aaindex1_FINA910104,1.038002773925104
aaindex1_GARJ730101,0.5368238557558945
aaindex1_GEIM800101,1.0033841886269073
aaindex1_GEIM800102,1.0463938973647713
aaindex1_GEIM800103,1.0474341192787795
aaindex1_GEIM800104,1.0115672676837724
aaindex1_GEIM800105,1.0095423023578363
aaindex1_GEIM800106,0.9995700416088766
aaindex1_GEIM800107,0.9884327323162275
aaindex1_GEIM800108,1.021747572815534
aaindex1_GEIM800109,1.1121775312066575
aaindex1_GEIM800110,0.9705963938973647
aaindex1_GEIM800111,1.0035367545076281
aaindex1_GOLD730101,1.1616366158113731
aaindex1_GOLD730102,135.22149791955619
aaindex1_GRAR740101,0.5605131761442441
aaindex1_GRAR740102,8.544105409153953
aaindex1_GRAR740103,75.95492371705964
aaindex1_GUYH850101,0.051123439667128984
aaindex1_HOPA770101,2.1407766990291264
aaindex1_HOPT810101,-0.1130374479889043
aaindex1_HUTJ700101,40.672773925104025
aaindex1_HUTJ700102,43.97889042995839
aaindex1_HUTJ700103,209.98607489597785
aaindex1_ISOY800101,0.9984188626907073
aaindex1_ISOY800102,1.0026629680998613
aaindex1_ISOY800103,1.0141886269070735
aaindex1_ISOY800104,1.01124826629681
aaindex1_ISOY800105,1.0230790568654646
aaindex1_ISOY800106,1.0000277392510402
aaindex1_ISOY800107,0.9995700416088766
aaindex1_ISOY800108,0.9717614424410541
aaindex1_JANJ780101,47.21345353675451
aaindex1_JANJ780102,35.963938973647714
aaindex1_JANJ780103,34.30651872399445
aaindex1_JANJ790101,1.175242718446602
aaindex1_JANJ790102,-0.1646324549237171
aaindex1_JOND750101,1.1847156726768377
aaindex1_JOND750102,2.166726768377254
aaindex1_JOND920101,0.057837725381414705
aaindex1_JOND920102,83.30097087378641
aaindex1_JUKT750101,3.59875173370319
aaindex1_JUNJ780101,472.7350901525659
aaindex1_KANM800101,1.0004299583911234
aaindex1_KANM800102,0.9949237170596394
aaindex1_KANM800103,0.9970319001386961
aaindex1_KANM800104,0.9742718446601942
