feature,value
length,[304.]
aac_A,0.08552631578947369
aac_C,0.0
aac_D,0.06907894736842106
aac_E,0.07236842105263158
aac_F,0.04276315789473684
aac_G,0.0625
aac_H,0.023026315789473683
aac_I,0.06907894736842106
aac_K,0.09868421052631579
aac_L,0.09539473684210527
aac_M,0.023026315789473683
aac_N,0.03289473684210526
aac_P,0.05263157894736842
aac_Q,0.03618421052631579
aac_R,0.03289473684210526
aac_S,0.04276315789473684
aac_T,0.05921052631578947
aac_V,0.0756578947368421
aac_W,0.0
aac_Y,0.02631578947368421
aaindex1_ANDN920101,4.332368421052632
aaindex1_ARGP820101,0.9415131578947369
aaindex1_ARGP820102,0.9729934210526314
aaindex1_ARGP820103,1.0446052631578948
aaindex1_BEGF750101,0.6204934210526316
aaindex1_BEGF750102,0.7413486842105264
aaindex1_BEGF750103,0.666611842105263
aaindex1_BHAR880101,0.4416644736842105
aaindex1_BIGC670101,83.26480263157895
aaindex1_BIOV880101,6.9605263157894735
aaindex1_BIOV880102,-11.292763157894736
aaindex1_BROC820101,2.9792763157894733
aaindex1_BROC820102,2.7141447368421048
aaindex1_BULH740101,-0.8857565789473684
aaindex1_BULH740102,0.7037894736842105
aaindex1_BUNA790101,7.919134868421052
aaindex1_BUNA790102,4.392240131578947
aaindex1_BUNA790103,6.313157894736841
aaindex1_BURA740101,0.34421052631578947
aaindex1_BURA740102,0.33737171052631576
aaindex1_CHAM810101,0.6603618421052632
aaindex1_CHAM820101,0.15197368421052632
aaindex1_CHAM820102,0.4350723684210526
aaindex1_CHAM830101,0.9710197368421054
aaindex1_CHAM830102,0.06448026315789473
aaindex1_CHAM830103,1.0032894736842106
aaindex1_CHAM830104,0.7171052631578947
aaindex1_CHAM830105,0.35526315789473684
aaindex1_CHAM830106,2.036184210526316
aaindex1_CHAM830107,0.23684210526315788
aaindex1_CHAM830108,0.3157894736842105
aaindex1_CHOC750101,144.13815789473685
aaindex1_CHOC760101,162.20394736842104
aaindex1_CHOC760102,44.1546052631579
aaindex1_CHOC760103,0.2843421052631579
