# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251006210730
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_74|Q7A5S6|Nuclease|WP_000803176.1|tpos:1-1009	noTP	0.999274	0.000077	0.000650	
antigen_197|P0A0M8|Putative|WP_000491975.1|tpos:1-144	noTP	0.999657	0.000241	0.000102	
antigen_199|Q2G2A2|UPF0223|WP_000455584.1|tpos:1-91	noTP	0.999914	0.000065	0.000021	
antigen_20|Q5HHK8|Glycine|WP_000290491.1|tpos:1-126	noTP	0.999929	0.000049	0.000022	
antigen_21|Q6GCF3|Putative|WP_000936720.1|tpos:1-222	noTP	0.989858	0.005335	0.004807	
antigen_8|P64400|33|WP_000148605.1|tpos:1-293	noTP	0.996469	0.003048	0.000483	
antigen_15|P0A006|Arsenate|WP_000358995.1|tpos:1-131	noTP	0.998300	0.001516	0.000184	
antigen_16|P18416|Transposase|WP_000790705.1|tpos:1-480	noTP	0.998366	0.000054	0.001581	
antigen_25|Q99SE4|UPF0340|WP_000654191.1|tpos:1-173	noTP	0.998239	0.001648	0.000113	
antigen_26|Q5HHQ3|Nucleotide-binding|WP_000369719.1|tpos:1-303	noTP	0.999953	0.000042	0.000005	
antigen_37|Q2YY04|Signal|WP_000166793.1|tpos:1-451	noTP	0.999254	0.000677	0.000069	
antigen_38|P66134|Large|WP_000916187.1|tpos:1-94	mTP	0.366308	0.004264	0.629427	CS pos: 9-10. QFF-AS. Pr: 0.5690
antigen_39|A5IRV0|Bifunctional|WP_000225845.1|tpos:1-286	noTP	0.999805	0.000105	0.000090	
antigen_45|Q6GJE0|Serine|WP_001805237.1|tpos:1-215	noTP	0.998882	0.000088	0.001029	
antigen_59|Q2G035|Epimerase|WP_000816311.1|tpos:1-300	noTP	0.995257	0.002194	0.002549	
antigen_131|Q2YXC9|UvrABC|WP_000390514.1|tpos:1-593	noTP	0.999885	0.000019	0.000096	
antigen_79|Q2FK09|Transcriptional|WP_000645453.1|tpos:1-246	noTP	0.999958	0.000037	0.000005	
